pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,label,label_name,filename,split
0.47347915,1.606641,1.4446894,2.0110955,1.1646028,1.0713673,0.99351215,2.0144494,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_754.jpg,train
0.32364327,1.5318096,1.7845321,1.9303606,1.4685104,1.0486827,1.305039,1.4040794,1,benign,Preprocessed_Dataset/cmmd/cmmd_2379.jpg,train
1.6230321,0.69846433,2.250615,0.92757535,1.7298882,1.1617591,0.92858136,1.2333612,0,normal,Preprocessed_Dataset/ddsm/ddsm_1008.jpg,train
0.8635558,0.8997458,1.8833796,1.1349298,1.3818563,0.89052004,1.0883456,1.4463626,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1560.jpg,train
1.0426619,1.3793339,2.1844952,1.5949724,1.5017716,0.96338564,1.2899952,2.3862133,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_699.jpg,train
1.86375,0.83656836,2.0425532,0.8859123,1.3432561,0.9757528,0.25415623,2.3844328,0,normal,Preprocessed_Dataset/ddsm/ddsm_996.jpg,train
1.993474,1.1517007,1.921491,1.2683113,0.935434,1.2936724,0.741045,1.7072506,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3392.jpg,train
2.022622,0.86270654,2.4641972,1.754393,1.9566185,1.0742837,1.03338,1.0843886,1,benign,Preprocessed_Dataset/ddsm/ddsm_7416.jpg,train
0.4163177,1.7987866,1.3351324,2.146069,1.7786051,1.1632998,0.97906405,1.7989593,0,normal,Preprocessed_Dataset/dmid/dmid_394.jpg,train
0.31335938,1.4637804,1.7523326,1.9300098,1.3781996,1.012364,1.1522012,1.5348948,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2938.jpg,train
1.2311875,0.6962368,1.19852,1.2586583,1.2264975,0.7961121,1.4773638,1.6617398,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_973.jpg,train
1.9903139,1.9206018,2.2103996,1.6554396,1.1929033,1.062424,2.173078,1.9879011,1,benign,Preprocessed_Dataset/ddsm/ddsm_8309.jpg,train
1.7157838,2.004372,1.5800483,1.2062414,1.9709862,0.692673,1.3804433,1.7923068,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5211.jpg,train
1.5763224,2.0856676,0.8179085,0.9197702,1.5058051,1.3716611,0.8912171,1.3880192,1,benign,Preprocessed_Dataset/ddsm/ddsm_6767.jpg,train
1.0365269,1.115834,1.8496387,1.4696004,1.4782906,0.8159324,1.4371141,1.4478303,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_307.jpg,train
1.7588165,1.1387148,2.2464623,2.016595,1.3087835,1.1203711,0.46221727,1.2210133,1,benign,Preprocessed_Dataset/ddsm/ddsm_8860.jpg,train
0.40292466,0.8696655,1.8300321,1.0167941,1.6156732,0.9597138,1.3047804,2.029615,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4507.jpg,train
0.7689223,1.8445151,1.366189,1.6992948,1.5359985,1.0070181,0.9822385,1.5789869,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1772.jpg,train
0.22440314,0.9462577,1.6422032,0.99564266,1.5648441,0.9341321,1.3106515,1.7049261,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1849.jpg,train
1.4792249,0.60554856,1.9253459,0.58108103,1.1085476,1.6114407,1.3510536,1.9170756,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5736.jpg,train
1.7171532,2.150362,0.9156568,0.91155934,1.4523473,0.92063534,0.9161545,1.4461901,1,benign,Preprocessed_Dataset/ddsm/ddsm_10003.jpg,train
2.2842546,0.3426779,1.5655938,1.9913034,2.0871954,0.8102901,1.1328955,1.8841721,0,normal,Preprocessed_Dataset/ddsm/ddsm_1478.jpg,train
0.2607476,0.867061,1.4586402,1.1339307,1.6225848,0.9819603,1.4601362,1.5832499,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4984.jpg,train
1.1411191,1.4295802,2.3527634,1.8391082,1.5445093,0.83635485,1.2018209,1.00456,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_563.jpg,train
2.4603024,0.4885546,1.1614432,1.9877329,1.6092868,0.6547729,1.0430105,2.0398169,1,benign,Preprocessed_Dataset/ddsm/ddsm_8650.jpg,train
0.60857004,0.51299536,1.1292946,1.054166,2.0425236,0.84193826,1.9685988,1.7863781,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1759.jpg,train
2.6099489,0.31800663,1.7222073,2.3777006,2.0890737,1.2918183,1.7667474,1.132337,0,normal,Preprocessed_Dataset/ddsm/ddsm_1000.jpg,train
0.47561735,0.80434877,1.9624262,0.9202394,1.7983488,0.91861594,1.3561304,2.4864943,1,benign,Preprocessed_Dataset/cmmd/cmmd_2466.jpg,train
1.8683814,2.1096034,0.29908133,1.7239523,2.0194001,1.094722,1.9274671,1.3236567,0,normal,Preprocessed_Dataset/ddsm/ddsm_991.jpg,train
1.4838469,1.835707,1.8126379,1.5589535,1.1372917,0.7110743,1.6976482,3.1415925,0,normal,Preprocessed_Dataset/ddsm/ddsm_1233.jpg,train
0.23492432,1.4869537,1.575501,1.8475108,1.5976473,1.0759544,1.0569943,1.5819101,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1409.jpg,train
0.27379096,0.91413075,1.7129084,0.8996708,1.628124,0.9272763,1.3156481,1.919308,1,benign,Preprocessed_Dataset/cmmd/cmmd_2259.jpg,train
1.5699337,1.7273672,2.0966823,1.4336383,1.2754251,0.44922113,1.6765722,2.0254586,1,benign,Preprocessed_Dataset/ddsm/ddsm_8101.jpg,train
0.3907895,0.88041466,1.7177739,0.8765098,1.6499664,0.7978003,1.3247033,1.9127661,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_414.jpg,train
0.21918774,0.85546154,1.5067632,1.3359387,1.6902373,1.0265158,1.3164164,1.7899058,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3818.jpg,train
0.238294,0.9316312,1.4595306,1.1175895,1.5633565,0.87973684,1.4896479,1.4972522,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3802.jpg,train
2.31395,0.5979845,1.0203885,2.1205204,1.3337054,0.9104831,1.2116438,1.8360604,0,normal,Preprocessed_Dataset/ddsm/ddsm_462.jpg,train
2.3895636,0.46021295,1.5367641,2.1390388,1.9462836,0.74473286,0.99806255,1.8765631,1,benign,Preprocessed_Dataset/ddsm/ddsm_8350.jpg,train
0.84440815,2.0540252,1.2232579,1.9390382,1.9502604,1.4160365,0.4131189,1.5491686,0,normal,Preprocessed_Dataset/dmid/dmid_207.jpg,train
1.6106086,2.130866,1.996472,1.5498985,1.9507099,1.0944743,1.9460777,2.515887,1,benign,Preprocessed_Dataset/ddsm/ddsm_9269.jpg,train
2.6995087,0.5541011,1.107794,2.1901078,1.5763813,1.0335274,1.6371782,1.9365256,0,normal,Preprocessed_Dataset/ddsm/ddsm_2486.jpg,train
1.6083767,2.166388,1.1777388,1.6120372,1.6252285,0.45796573,0.64110774,1.3464928,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3247.jpg,train
0.32844585,1.5569303,1.6073669,2.0274987,1.5092031,0.98496115,1.1028055,1.6108606,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1030.jpg,train
2.4608102,2.225521,1.5307975,0.7452944,1.86536,1.4861026,1.7316808,1.656925,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5079.jpg,train
2.7815351,0.4881271,1.1954432,2.5177355,1.6651647,1.1154873,1.3783576,1.9276758,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2962.jpg,train
1.7213888,1.3963959,1.5644659,1.8290552,1.2616258,1.1618329,2.1127276,1.5986748,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_539.jpg,train
0.22230828,1.4611166,1.5388522,1.8825816,1.3937196,1.0642099,1.1695817,1.8740804,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3060.jpg,train
0.34796333,0.7775121,1.5231354,1.0734483,1.7760885,0.9806529,1.3645954,1.8595872,1,benign,Preprocessed_Dataset/cmmd/cmmd_3608.jpg,train
0.12582326,1.455421,1.4957008,1.6069556,1.6076005,1.0381143,1.326557,1.8123207,1,benign,Preprocessed_Dataset/cmmd/cmmd_466.jpg,train
0.18056142,0.9343325,1.4188697,1.2865857,1.562942,0.9589632,1.5041517,1.47094,2,malignant,Preprocessed_Dataset/cmmd/cmmd_208.jpg,train
1.5902984,2.470374,1.0086951,1.8170185,2.0193572,0.8952036,0.6583323,1.609422,0,normal,Preprocessed_Dataset/ddsm/ddsm_2499.jpg,train
0.4292223,1.5348898,1.4029511,1.429075,1.5480416,0.90587586,1.0822768,1.6910778,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3831.jpg,train
2.0218632,0.3974024,1.041326,1.7428226,1.5838206,0.37979734,1.2593668,1.8942238,1,benign,Preprocessed_Dataset/ddsm/ddsm_9058.jpg,train
0.4512412,1.6406825,1.5511324,2.0337615,1.5126631,0.9659808,0.98389244,1.6188703,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1477.jpg,train
0.21768665,1.4516721,1.3647121,1.6274308,1.4265667,1.1222119,1.0272212,1.926509,2,malignant,Preprocessed_Dataset/cmmd/cmmd_866.jpg,train
2.1343334,2.1518774,1.3949366,0.76185,1.9503093,0.8758947,1.2856268,1.7440306,0,normal,Preprocessed_Dataset/ddsm/ddsm_1543.jpg,train
1.8082392,0.6452927,2.022229,2.0999475,2.0525055,1.116431,1.9120412,0.8645122,0,normal,Preprocessed_Dataset/ddsm/ddsm_2108.jpg,train
1.3772899,2.0760567,1.275939,1.3068312,1.8442405,0.63764226,1.0836692,1.4621661,1,benign,Preprocessed_Dataset/ddsm/ddsm_6719.jpg,train
0.16315198,0.9016684,1.4504141,1.4104638,1.5896327,1.0951307,1.5136684,1.4117473,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4598.jpg,train
1.6511197,2.341894,1.5485629,1.1181661,1.7645661,1.909387,1.878273,1.8467809,0,normal,Preprocessed_Dataset/ddsm/ddsm_1437.jpg,train
1.8641927,0.45421523,1.7026688,1.8905276,1.876589,1.333419,1.9607737,1.1951607,0,normal,Preprocessed_Dataset/ddsm/ddsm_1632.jpg,train
0.18468392,1.4563634,1.827118,1.7801872,1.5573223,0.98437935,1.4969572,1.3221872,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_344.jpg,train
1.7979047,0.94371897,2.0843005,1.5647463,1.267874,0.9668219,0.8756392,1.2112738,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4604.jpg,train
1.3465067,1.8816473,2.2318275,1.7970393,1.4946061,0.899546,1.9932402,2.1369462,0,normal,Preprocessed_Dataset/ddsm/ddsm_1353.jpg,train
1.4793484,1.2921675,1.6432123,1.057764,1.7200601,1.5034584,1.4175513,1.5807519,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_210.jpg,train
0.69228196,1.6792142,1.7814878,2.216779,1.3976995,0.86867857,0.9083353,1.5249944,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1510.jpg,train
1.727566,0.54820865,1.6730561,1.251229,1.8514688,0.4193437,0.8665726,1.8517326,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3882.jpg,train
1.8342875,1.8403962,2.0622659,1.5423427,1.3600715,0.44530517,2.1692677,2.0591135,0,normal,Preprocessed_Dataset/ddsm/ddsm_1489.jpg,train
1.4619598,2.0991206,1.5847188,1.4539832,1.1795994,1.4322652,2.0237808,1.4595598,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3201.jpg,train
1.7723442,2.1090097,0.82630503,0.8958536,1.4499623,0.9018306,0.8718329,1.4030529,1,benign,Preprocessed_Dataset/ddsm/ddsm_8527.jpg,train
1.4595877,0.41900682,0.7467929,0.7278192,1.7776896,0.2921914,1.3518636,1.4100554,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6206.jpg,train
1.4647217,1.8898282,1.5926137,1.1219306,1.9199638,0.40307033,1.2766622,1.6655189,1,benign,Preprocessed_Dataset/ddsm/ddsm_6735.jpg,train
1.0250567,1.3365012,1.4055423,0.90088135,1.49728,1.1332526,1.3548796,1.7497187,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_237.jpg,train
0.22065198,0.8048649,1.5065839,1.430288,1.722525,1.1457484,1.2121363,1.7106935,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2640.jpg,train
1.8818011,2.243469,2.0458348,1.64082,2.484125,0.6598481,1.4553577,1.8687336,1,benign,Preprocessed_Dataset/ddsm/ddsm_8235.jpg,train
0.270101,1.1322452,1.6944772,1.1015894,1.1950252,0.6682881,1.3341103,1.5565321,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1332.jpg,train
1.9409078,0.87924737,2.6084929,1.3069563,1.5798706,1.3390285,0.7802955,1.2852662,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6060.jpg,train
2.0681672,2.6412797,1.0925381,1.5219115,1.9935989,0.893463,0.87381494,1.1570122,0,normal,Preprocessed_Dataset/ddsm/ddsm_51.jpg,train
2.5060277,0.4299187,1.068714,2.1884992,1.6063354,1.0325488,1.4228469,1.94029,0,normal,Preprocessed_Dataset/ddsm/ddsm_2258.jpg,train
0.3394851,1.6051586,1.4275327,1.985288,1.5927191,1.0721579,0.9151953,1.7903535,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1666.jpg,train
1.3774828,1.4442884,2.3726742,1.4662777,1.3328792,0.8588495,1.8354937,0.9147074,0,normal,Preprocessed_Dataset/ddsm/ddsm_1637.jpg,train
0.29152882,1.1308923,1.6863881,1.0618613,1.183173,0.6245879,1.3453763,1.5443891,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_93.jpg,train
1.3127002,0.45765406,1.0156976,0.80003875,1.4583914,1.0075642,2.2234325,1.5099106,1,benign,Preprocessed_Dataset/ddsm/ddsm_7460.jpg,train
0.105960846,1.4371077,1.4057808,1.504703,1.599957,1.1211457,1.3033773,2.019449,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1797.jpg,train
2.3700294,0.5644192,1.9396656,1.1753242,1.2318403,1.6207252,0.6479043,1.8001658,1,benign,Preprocessed_Dataset/ddsm/ddsm_9012.jpg,train
2.3202095,0.04978752,1.5572184,1.5390667,2.3723397,0.5966384,0.9846856,2.1792011,0,normal,Preprocessed_Dataset/ddsm/ddsm_866.jpg,train
1.520824,1.290759,1.5695899,0.8589053,1.3415118,1.3999975,1.6390563,1.7321441,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_888.jpg,train
0.15402544,1.4186499,1.620823,1.7468998,1.5333248,1.0223837,1.26299,1.6383685,1,benign,Preprocessed_Dataset/cmmd/cmmd_173.jpg,train
1.9240808,2.5525088,1.0880879,1.5542846,1.9612262,0.9750329,0.90756273,1.3402071,0,normal,Preprocessed_Dataset/ddsm/ddsm_591.jpg,train
0.3567881,1.6156216,1.5293543,1.9503889,1.4372324,1.1042087,1.230898,1.7876756,1,benign,Preprocessed_Dataset/cmmd/cmmd_1977.jpg,train
0.39141452,1.4973421,1.5843208,2.0805488,1.348301,0.9830971,0.76468176,1.6416018,2,malignant,Preprocessed_Dataset/cmmd/cmmd_84.jpg,train
1.7782815,0.23453033,1.5719432,0.94721615,2.2161345,0.43318945,0.85111415,2.1295233,1,benign,Preprocessed_Dataset/ddsm/ddsm_8090.jpg,train
2.3767338,2.5976434,1.3786613,1.3501116,2.0634813,0.5784744,1.1797243,1.4293634,0,normal,Preprocessed_Dataset/ddsm/ddsm_1851.jpg,train
0.26215404,0.87576115,1.793362,1.122744,1.6823864,1.0303872,1.1650196,2.1461165,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1726.jpg,train
2.3628457,0.82310754,0.5653547,0.9553517,0.58551586,1.3713174,1.505021,1.5634028,1,benign,Preprocessed_Dataset/ddsm/ddsm_6890.jpg,train
1.323586,1.9400837,0.9555855,1.2121711,1.440638,0.68578315,0.7312694,1.4509292,1,benign,Preprocessed_Dataset/ddsm/ddsm_9631.jpg,train
1.8302417,2.568295,0.8130603,1.4894662,1.5822533,1.1505098,0.92140144,1.5737305,1,benign,Preprocessed_Dataset/ddsm/ddsm_6751.jpg,train
0.6898069,0.70181274,1.5036142,1.0629442,1.654222,0.75780964,1.6318789,1.9237995,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3964.jpg,train
1.9712737,0.8524531,0.94959855,1.7721896,0.96134514,1.1499457,1.4464525,1.8210136,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3766.jpg,train
0.37481707,0.88373935,1.633138,0.7718064,1.6286688,0.81332886,1.3808168,1.7653321,1,benign,Preprocessed_Dataset/cmmd/cmmd_2399.jpg,train
1.7537518,2.1941113,1.4482168,1.2546884,2.0346417,0.70680577,1.2764317,1.558046,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5491.jpg,train
2.3186603,0.31725794,0.9321044,1.8087748,2.206578,1.4425741,1.2198728,1.707205,0,normal,Preprocessed_Dataset/ddsm/ddsm_678.jpg,train
2.3199525,0.64774257,2.43759,1.2673022,1.7902328,1.1448925,0.55759346,1.1152986,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5868.jpg,train
1.7233098,1.8029594,2.3959098,1.6013356,1.270782,0.8343299,1.989439,2.1094806,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4309.jpg,train
0.08567691,0.99433404,1.4562604,1.5678396,1.5385995,0.94627297,1.5340647,1.5661459,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4031.jpg,train
2.1193986,0.9758636,2.31794,1.1587509,1.2466946,1.1816523,0.32306135,2.0488443,1,benign,Preprocessed_Dataset/ddsm/ddsm_8276.jpg,train
0.3767346,0.82195944,1.4700103,0.82834303,1.5655187,1.0138699,1.3790584,1.3192012,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4528.jpg,train
1.2624806,1.5719142,2.2462819,1.5642277,1.2501388,0.73934114,1.7321014,1.7696067,1,benign,Preprocessed_Dataset/ddsm/ddsm_9037.jpg,train
1.826206,0.6163527,0.098382115,1.5649474,0.826785,0.78102607,1.9358408,1.3760126,1,benign,Preprocessed_Dataset/ddsm/ddsm_9482.jpg,train
2.300605,1.925248,1.694961,1.0746365,1.2455173,1.4093037,2.0701313,1.6805364,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3065.jpg,train
0.5387002,0.6514402,1.2501769,1.1550198,1.786099,0.85371286,1.7236706,1.6783344,1,benign,Preprocessed_Dataset/inbreast/inbreast_51.jpg,train
2.409236,0.5551209,1.7441142,2.079918,1.9762716,0.58623964,0.6999129,1.5904369,1,benign,Preprocessed_Dataset/ddsm/ddsm_8890.jpg,train
0.08149445,1.3640157,1.516095,1.5119512,1.5392928,1.0119407,1.2991135,1.7999079,1,benign,Preprocessed_Dataset/cmmd/cmmd_497.jpg,train
0.30112213,0.7990876,1.3536835,1.1480736,1.6725148,1.0479333,1.5198745,1.3294568,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4460.jpg,train
2.723587,0.12637198,0.8271934,1.8163967,1.5664557,1.1416788,1.6900127,2.0519428,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3086.jpg,train
0.15924764,0.90774465,1.6239713,1.3323673,1.6183531,1.0946956,1.1521411,1.7765353,1,benign,Preprocessed_Dataset/cmmd/cmmd_712.jpg,train
0.7380637,1.8270452,1.4936204,2.1363282,1.2701526,1.143021,0.926546,1.9023738,1,benign,Preprocessed_Dataset/inbreast/inbreast_150.jpg,train
1.8260121,1.2385544,2.1012475,1.2655146,1.1797471,0.47434098,0.36274588,2.9665027,0,normal,Preprocessed_Dataset/ddsm/ddsm_1876.jpg,train
1.1185153,0.860319,1.1251693,2.4699013,1.2602464,1.0359185,1.6022007,1.7866899,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4882.jpg,train
2.0055428,0.9857265,2.1102452,1.0903795,1.1159375,1.474319,0.35361624,2.738936,0,normal,Preprocessed_Dataset/ddsm/ddsm_1364.jpg,train
1.1862686,0.63415533,1.7477152,0.641346,1.5109178,0.74771607,1.1603162,1.5368654,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_832.jpg,train
0.5044029,1.5892364,1.5286555,2.1499915,1.2168185,0.95166737,0.8226044,1.7925179,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_88.jpg,train
1.842761,2.414956,1.4102685,1.3554302,2.1532965,0.76423275,1.374264,1.6373974,0,normal,Preprocessed_Dataset/ddsm/ddsm_535.jpg,train
1.9928272,0.5717108,1.7865015,1.6134228,1.4969037,1.8535931,1.2988417,1.2698948,0,normal,Preprocessed_Dataset/ddsm/ddsm_1668.jpg,train
2.312191,0.8858317,2.1651773,0.9826827,1.3253825,0.6446513,0.0,2.2496166,0,normal,Preprocessed_Dataset/ddsm/ddsm_1944.jpg,train
1.4133075,1.9672832,2.014804,1.9037052,1.2590896,0.73865473,1.7787652,1.6040217,1,benign,Preprocessed_Dataset/ddsm/ddsm_6865.jpg,train
2.413725,0.2768941,1.1768638,1.5742534,1.6435442,0.48139864,1.0862342,2.108638,0,normal,Preprocessed_Dataset/ddsm/ddsm_2022.jpg,train
2.324654,0.86393905,2.2870996,1.5996819,1.5460728,1.2911861,0.9293904,0.9753295,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4800.jpg,train
1.5157498,1.8853488,1.8068273,1.3873533,1.8035645,1.05514,1.3861659,2.3069215,1,benign,Preprocessed_Dataset/ddsm/ddsm_8541.jpg,train
0.091012,1.1446342,1.7654318,1.2632872,1.3480415,0.81715864,1.3789121,1.7468635,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1104.jpg,train
0.25718403,1.533304,1.4069569,1.7566531,1.5912621,1.0798877,1.0701569,1.7617595,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1232.jpg,train
0.28703743,0.7795296,1.3600732,1.1692005,1.7254202,1.087658,1.4235544,1.3655343,1,benign,Preprocessed_Dataset/cmmd/cmmd_4379.jpg,train
2.035299,0.4440903,0.55425334,1.506892,1.2203714,0.83890235,1.767665,1.8574862,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5906.jpg,train
0.14385378,1.4531887,1.405926,1.6117051,1.6054429,1.0847712,1.1871908,1.8721831,1,benign,Preprocessed_Dataset/cmmd/cmmd_408.jpg,train
1.6261003,2.1065671,0.95177996,1.1435969,1.3620791,0.9727464,0.8816587,1.5099878,1,benign,Preprocessed_Dataset/ddsm/ddsm_8515.jpg,train
0.27718544,1.5151587,1.4527721,1.787696,1.5615692,1.075133,0.98077106,1.6843315,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1244.jpg,train
1.5960873,2.362529,0.8178938,1.7223979,1.7563736,0.86463535,0.517318,1.4355481,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2807.jpg,train
1.9540884,2.3492217,1.4243402,1.4864334,2.029302,0.30130464,1.0005388,1.6510154,0,normal,Preprocessed_Dataset/ddsm/ddsm_543.jpg,train
2.3876853,1.9221008,1.2329738,0.47762036,1.7801163,1.3434649,1.6691357,1.7103298,0,normal,Preprocessed_Dataset/ddsm/ddsm_1707.jpg,train
0.18705773,1.6005756,1.4191803,1.7505206,1.7746285,1.1205631,1.3283222,1.859267,1,benign,Preprocessed_Dataset/cmmd/cmmd_409.jpg,train
1.8564787,0.78468263,2.462237,1.2679743,1.7803162,1.045099,0.7489197,1.1393421,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4436.jpg,train
2.1608248,2.145926,0.9943419,0.56867117,1.5082465,1.3103518,1.1324468,1.3464189,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4951.jpg,train
1.9635605,0.39004552,0.7963591,1.2861471,1.5299003,0.4453687,1.0684925,1.6183633,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5522.jpg,train
1.9253328,1.9817624,1.7722149,1.4213393,1.019209,0.88728327,1.9996486,1.9677463,0,normal,Preprocessed_Dataset/ddsm/ddsm_1505.jpg,train
1.302731,1.8220402,2.0250375,1.687135,1.2451924,0.7009474,2.0724616,1.6977782,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3513.jpg,train
