pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,label,label_name,filename,split
2.0595317,2.5002854,1.4596537,1.0925615,2.1434681,1.1132753,1.2145919,1.7977428,0,normal,Preprocessed_Dataset/ddsm/ddsm_577.jpg,train
1.8955975,0.95778346,2.0934806,1.2970234,1.3961219,1.6334342,0.7461222,2.0977907,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3348.jpg,train
0.1280204,1.0673726,1.576017,1.4213439,1.5752561,1.181084,1.3110512,1.9081154,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4114.jpg,train
2.2811985,2.4460838,1.6979631,1.2337857,1.9141985,0.70211333,1.6959736,2.0919623,1,benign,Preprocessed_Dataset/ddsm/ddsm_10171.jpg,train
0.62246025,0.8354801,1.7371347,1.071309,1.7005308,1.1312667,1.372171,2.2758715,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4786.jpg,train
2.243958,0.3518337,1.7265706,1.4330165,2.0082278,1.2781677,1.1509833,1.6472164,0,normal,Preprocessed_Dataset/ddsm/ddsm_1028.jpg,train
1.4043797,0.8410264,0.95574987,1.5330366,1.317449,0.5045215,1.401727,1.846548,1,benign,Preprocessed_Dataset/ddsm/ddsm_7310.jpg,train
0.13624501,1.1388406,1.5497866,1.3327439,1.5006521,1.0360942,1.4812824,1.8690528,1,benign,Preprocessed_Dataset/cmmd/cmmd_3720.jpg,train
0.41509295,1.9201515,1.3883346,2.1213062,1.9777594,1.2945068,1.0220106,2.172445,0,normal,Preprocessed_Dataset/inbreast/inbreast_262.jpg,train
1.8468733,2.4319339,0.98246413,1.4702713,1.673596,0.763077,0.64804816,1.8259784,0,normal,Preprocessed_Dataset/ddsm/ddsm_495.jpg,train
1.0525291,1.361857,1.998611,1.7605205,1.3690652,1.23827,1.2430842,1.7704967,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_110.jpg,train
0.92184603,1.4764946,1.9472827,1.8161535,1.1392596,0.9032928,1.0620096,1.705328,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_676.jpg,train
0.22449327,0.89329684,1.4179682,1.6999731,1.8481519,1.1566757,1.4378517,1.8455404,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4228.jpg,train
2.144489,1.8620628,1.6380529,1.3229494,1.0126624,1.7827218,2.1407866,1.7888359,1,benign,Preprocessed_Dataset/ddsm/ddsm_9911.jpg,train
0.90932137,0.66407675,1.9275255,0.8557468,1.8967515,1.2480942,1.0794904,2.693015,1,benign,Preprocessed_Dataset/dmid/dmid_141.jpg,train
2.121904,0.64564437,1.5335149,2.2106555,1.7827184,1.3376093,1.3273028,2.2573097,0,normal,Preprocessed_Dataset/ddsm/ddsm_1394.jpg,train
2.3192468,0.9305998,1.8384756,1.850811,1.3838433,1.6720035,0.910936,1.7700673,1,benign,Preprocessed_Dataset/ddsm/ddsm_8492.jpg,train
0.27246803,1.6070545,1.5777311,2.0046902,1.4391559,1.2243094,1.2767396,2.1711066,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2612.jpg,train
1.7417734,2.1622045,2.3529918,2.0206795,1.3721778,0.86766756,2.196827,2.0847557,1,benign,Preprocessed_Dataset/ddsm/ddsm_9249.jpg,train
0.10610223,1.4990616,1.7115072,1.7397994,1.5362638,1.1674266,1.4871569,1.9150456,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_581.jpg,train
1.4510655,2.028024,2.23446,1.9793541,1.3983312,1.2085559,1.9679248,2.1743426,0,normal,Preprocessed_Dataset/ddsm/ddsm_945.jpg,train
2.2142298,2.1548562,1.6543652,0.9447481,1.3946904,1.4915681,2.0376105,2.4117308,1,benign,Preprocessed_Dataset/ddsm/ddsm_8493.jpg,train
1.8366158,2.2721615,1.4224288,1.1037397,1.9119492,1.3514534,1.4956402,1.90802,0,normal,Preprocessed_Dataset/ddsm/ddsm_2643.jpg,train
0.76637655,1.716375,1.9325807,1.9474596,1.2689812,1.0852607,1.3561902,1.8046186,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3542.jpg,train
2.332909,0.84678704,2.4134908,1.4842077,1.586078,1.5540729,0.2910949,1.8923682,1,benign,Preprocessed_Dataset/ddsm/ddsm_7756.jpg,train
0.32715732,0.88249844,1.3598988,1.4510274,1.7980583,1.0761595,1.6140752,1.8819902,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4203.jpg,train
1.6862476,1.0074924,2.2637851,1.717863,1.551362,1.5376148,0.70049226,1.8988993,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3996.jpg,train
0.17739403,1.111901,1.7600206,1.2671187,1.5333184,1.0954682,1.4470125,2.3094192,1,benign,Preprocessed_Dataset/cmmd/cmmd_4613.jpg,train
1.6678861,2.2345648,1.4350169,1.3489982,1.8953336,0.6331842,1.176925,1.8421444,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6015.jpg,train
1.7114551,1.507542,1.3760588,1.3533059,0.35867608,0.3973521,0.6141393,1.6020926,1,benign,Preprocessed_Dataset/ddsm/ddsm_8041.jpg,train
0.33314073,0.93480146,1.653661,1.2349259,1.7377791,1.156385,1.3545449,2.2816346,1,benign,Preprocessed_Dataset/cmmd/cmmd_2480.jpg,train
1.9055686,0.89294547,1.6994748,1.6036777,1.5532664,0.9432808,1.1132746,1.6924273,0,normal,Preprocessed_Dataset/ddsm/ddsm_880.jpg,train
0.23087353,0.9737922,1.5952871,1.3675385,1.7165971,1.1577054,1.3117359,2.0963378,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1264.jpg,train
1.6902963,1.9780339,2.0868018,1.8436941,1.011472,0.44325495,1.598861,1.43587,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6189.jpg,train
1.9135472,0.80097866,1.4955263,1.9331502,1.5534586,1.0670248,1.0806552,2.3675737,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4006.jpg,train
0.24793059,0.8974383,1.4116684,1.6755143,1.818863,1.1435305,1.4880818,1.9283285,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3731.jpg,train
0.29735297,0.9066442,1.4972318,1.3525733,1.7407897,1.2564207,1.4350182,1.9046054,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4734.jpg,train
0.22314787,1.3765652,1.6374131,1.9843929,1.2041867,1.0436301,0.9284041,2.0510488,2,malignant,Preprocessed_Dataset/cmmd/cmmd_212.jpg,train
1.3246005,2.0710084,0.92027414,1.4536563,1.5059181,1.0298152,0.7155057,1.9724451,1,benign,Preprocessed_Dataset/ddsm/ddsm_9431.jpg,train
0.91093564,2.1781957,1.4168731,2.1603572,1.8793052,1.0802598,0.928175,1.8249156,0,normal,Preprocessed_Dataset/dmid/dmid_150.jpg,train
1.6701727,2.3338044,0.57739437,1.3328433,1.285063,1.8718302,0.77060485,1.7837721,1,benign,Preprocessed_Dataset/ddsm/ddsm_10199.jpg,train
1.3039784,1.984359,1.6351511,1.6275153,1.3656276,0.8758677,1.2815394,1.907096,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1034.jpg,train
0.8261739,1.2867123,2.1136856,1.452056,1.4960018,1.2704948,1.2813344,1.3986037,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_545.jpg,train
1.8916066,0.8579599,2.0987148,1.3257627,1.461736,1.4476845,0.45886898,2.3597846,0,normal,Preprocessed_Dataset/ddsm/ddsm_1264.jpg,train
0.8044611,1.8288612,1.5862398,1.7856407,1.4819046,0.89112586,1.1556709,1.8398001,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_661.jpg,train
1.5372331,2.2079835,2.4498775,2.070444,2.385341,1.1579497,1.4904242,2.2493973,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5061.jpg,train
1.9454918,0.93975663,2.078884,1.4956727,1.280122,1.1960012,0.35744625,2.238214,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3176.jpg,train
0.79495144,1.7748201,1.4921788,1.654983,1.397322,0.88022244,1.1342819,1.8455777,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1134.jpg,train
0.17672837,1.5669539,1.6725533,1.9074464,1.5680112,1.1946784,1.3647555,2.019303,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1740.jpg,train
1.4630655,2.3695776,1.1059039,1.7410815,1.7954681,0.820354,0.75309277,1.9266016,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5147.jpg,train
2.1153548,2.2864096,1.1248522,0.94151044,1.5422502,1.623955,1.2723873,1.8480154,1,benign,Preprocessed_Dataset/ddsm/ddsm_9409.jpg,train
2.3982673,0.5584895,1.0652206,2.134308,1.6340716,0.7137474,1.438184,2.2794006,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4230.jpg,train
1.3975425,2.2911303,1.0335954,2.1895034,1.5031997,0.5572943,0.45360827,2.2284606,0,normal,Preprocessed_Dataset/ddsm/ddsm_2159.jpg,train
1.7628198,2.0111928,2.0457845,1.6497074,1.1531758,0.5508177,1.9172118,2.3032327,1,benign,Preprocessed_Dataset/ddsm/ddsm_10249.jpg,train
0.21892571,1.6728656,1.3681055,1.9137821,1.7517767,1.2379942,1.1111195,2.3729596,1,benign,Preprocessed_Dataset/dmid/dmid_469.jpg,train
1.5521339,2.433444,0.7206667,1.3914042,1.7923994,1.2718319,0.5674897,1.9526168,1,benign,Preprocessed_Dataset/ddsm/ddsm_10231.jpg,train
0.45265,1.8285544,1.3729644,1.7502503,1.895639,1.1564491,0.7433644,1.7734528,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4899.jpg,train
1.492585,2.0453713,1.0658555,1.0988928,1.6178222,1.3565533,0.98407465,1.9895895,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4863.jpg,train
2.3242886,0.505932,1.1814244,2.0740967,1.5643221,1.1388391,1.4996797,2.0989115,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4358.jpg,train
1.8026884,2.0890517,1.1143316,0.96759105,1.4987677,0.9803689,1.0259726,1.883806,1,benign,Preprocessed_Dataset/ddsm/ddsm_9475.jpg,train
0.6304745,2.020131,1.5729403,2.2920868,1.8675413,1.1694814,1.0255333,1.9027501,0,normal,Preprocessed_Dataset/dmid/dmid_41.jpg,train
2.134927,0.7354105,0.88123256,1.8117534,1.4629829,1.4367388,1.908359,2.1990488,0,normal,Preprocessed_Dataset/ddsm/ddsm_1010.jpg,train
2.095332,1.971596,2.0454478,1.1183894,1.4906435,0.555075,1.5623403,2.2357676,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3643.jpg,train
1.4161857,2.209898,1.381867,1.4456075,1.8050313,0.7697228,1.2294507,1.8017098,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5103.jpg,train
0.45332938,0.73021823,1.5035185,1.2587335,2.0281267,1.1475095,1.4838369,2.1844213,1,benign,Preprocessed_Dataset/cmmd/cmmd_513.jpg,train
1.0504979,1.4752916,2.0206957,1.5399519,1.1828647,0.70759964,1.2385148,2.03768,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_843.jpg,train
0.2079277,1.3638818,1.6221787,1.560613,1.1216373,1.2628644,1.2561868,1.9409765,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_60.jpg,train
1.7382205,2.1580157,2.0656507,1.5841072,2.1270618,0.76150453,1.6194569,2.3643217,1,benign,Preprocessed_Dataset/ddsm/ddsm_8439.jpg,train
2.217583,0.3440585,1.6268442,2.366971,2.2606373,1.6069814,2.1711404,0.99009407,1,benign,Preprocessed_Dataset/ddsm/ddsm_8552.jpg,train
0.7689738,2.128634,1.3351579,2.309662,1.5773865,1.4459257,0.9640093,2.286911,1,benign,Preprocessed_Dataset/inbreast/inbreast_180.jpg,train
0.6252556,0.934796,1.802599,0.9258424,1.627892,0.8956025,1.393144,2.2563715,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_86.jpg,train
1.6733185,1.9061195,2.7028048,2.064341,1.9388328,1.2864298,1.475068,2.858092,1,benign,Preprocessed_Dataset/ddsm/ddsm_6597.jpg,train
0.16774309,1.5270696,1.5868193,1.9420838,1.4389956,1.221251,1.2962599,2.2439456,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_497.jpg,train
0.44985092,1.7285469,1.5697011,2.1379776,1.5203029,1.2297255,0.93047965,2.1218483,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1355.jpg,train
2.1992335,0.34411788,1.0685327,1.8389239,1.8107597,0.7015991,1.2643337,2.3066583,1,benign,Preprocessed_Dataset/ddsm/ddsm_7346.jpg,train
1.1069527,2.3092296,1.398727,1.9103171,2.1193871,1.3969275,0.81490505,1.7031457,1,benign,Preprocessed_Dataset/dmid/dmid_322.jpg,train
1.3392624,0.6278435,1.4173417,1.0883343,1.9592156,0.21442586,1.298377,1.9686327,1,benign,Preprocessed_Dataset/ddsm/ddsm_7838.jpg,train
0.31849122,1.0206672,1.7446512,1.16114,1.6226013,1.0589093,1.4488077,2.294267,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2776.jpg,train
0.4103114,1.8071254,1.715322,2.1993911,1.6978543,1.1955308,1.2674298,1.9231935,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1804.jpg,train
1.9386479,0.9407722,2.1275449,1.3172226,1.3925906,1.390944,0.6632689,1.8471059,0,normal,Preprocessed_Dataset/ddsm/ddsm_448.jpg,train
1.8811636,0.6381324,0.5456157,1.8576611,1.0181103,1.0176368,1.5924486,1.711269,0,normal,Preprocessed_Dataset/ddsm/ddsm_1162.jpg,train
0.12716639,1.4871774,1.3560301,1.6473361,1.6311749,1.1993544,1.0936767,2.2622364,1,benign,Preprocessed_Dataset/cmmd/cmmd_481.jpg,train
1.5142066,1.8928123,2.1940265,1.7344167,1.1219642,1.2325487,1.9980533,1.997643,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5265.jpg,train
0.36879236,0.974698,1.6708227,1.2307918,1.6782987,1.0138291,1.5790135,2.2816439,2,malignant,Preprocessed_Dataset/cmmd/cmmd_979.jpg,train
1.7664587,1.9084753,2.705644,1.5994816,1.5751551,1.1119543,2.2734535,2.581285,1,benign,Preprocessed_Dataset/ddsm/ddsm_8429.jpg,train
1.960068,2.4134607,1.3559178,1.0815094,2.1282969,0.5899537,1.4415298,1.832897,0,normal,Preprocessed_Dataset/ddsm/ddsm_759.jpg,train
2.518228,0.8284282,1.2218359,2.2125416,1.2395989,1.3360207,1.2895296,2.2630227,1,benign,Preprocessed_Dataset/ddsm/ddsm_8934.jpg,train
1.9028828,2.5156446,1.9171937,1.5822734,1.8419178,2.814437,2.2345676,2.4254646,1,benign,Preprocessed_Dataset/ddsm/ddsm_7089.jpg,train
1.6230068,2.0279257,2.360555,1.9315398,1.1927898,0.73506844,2.0714893,1.8549643,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3213.jpg,train
0.51629317,0.88350457,1.756611,1.1851375,1.7079157,1.1934826,1.3282251,2.3476963,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4660.jpg,train
1.8272113,0.48173958,1.7540826,1.3853953,1.8277538,1.2817634,1.1652962,1.5851803,0,normal,Preprocessed_Dataset/ddsm/ddsm_968.jpg,train
2.1760156,0.86353695,1.587187,1.4149523,1.3904594,0.5930554,1.243672,1.9778247,1,benign,Preprocessed_Dataset/ddsm/ddsm_9564.jpg,train
2.2958584,2.0200346,1.4012703,0.7991445,1.1890343,1.7031739,1.5556965,1.8727775,0,normal,Preprocessed_Dataset/ddsm/ddsm_1219.jpg,train
1.8739486,0.8451374,1.4535743,1.3882792,1.2156156,0.8296416,0.83622825,2.270234,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5520.jpg,train
0.9940898,0.6228664,1.0898751,1.2293704,1.7819197,0.7220831,1.9561534,1.7019587,0,normal,Preprocessed_Dataset/dmid/dmid_3.jpg,train
2.2621274,1.1231098,1.8026583,1.1968348,0.7655512,1.8313351,0.73603,2.6263022,1,benign,Preprocessed_Dataset/ddsm/ddsm_8596.jpg,train
0.5245707,1.7185221,1.6257923,2.1039097,1.4359199,1.0108653,1.0018003,1.8840859,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_573.jpg,train
1.6571758,2.1738143,1.6282735,1.6139613,1.4062523,0.6718971,1.4725049,2.0866585,1,benign,Preprocessed_Dataset/ddsm/ddsm_7957.jpg,train
0.18168318,0.9591354,1.408025,1.7419903,1.7479776,1.1061412,1.5325093,1.8414423,1,benign,Preprocessed_Dataset/cmmd/cmmd_3568.jpg,train
2.3454766,0.62187475,1.5588847,2.4754798,1.8630587,0.8417138,1.0586362,1.916053,0,normal,Preprocessed_Dataset/ddsm/ddsm_470.jpg,train
0.18279183,1.0360925,1.63277,1.4212663,1.6412598,1.128043,1.4542179,2.2036824,1,benign,Preprocessed_Dataset/cmmd/cmmd_152.jpg,train
1.2430252,1.9164562,1.5185083,1.4022853,1.4281152,0.9608344,1.3161051,1.9049482,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1202.jpg,train
1.4836894,1.0161629,2.192659,1.1753547,1.3144593,1.2799401,0.7265137,2.0049784,1,benign,Preprocessed_Dataset/ddsm/ddsm_9768.jpg,train
0.08836532,1.5106595,1.5169327,1.6720654,1.6492145,1.1744277,1.3686582,2.1449769,2,malignant,Preprocessed_Dataset/cmmd/cmmd_760.jpg,train
0.61449564,0.8928221,1.5379026,1.006741,1.6712803,0.79677063,1.6522168,1.975886,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1448.jpg,train
0.265925,1.2416571,1.6827451,1.294762,1.2185956,0.87943786,1.3609879,1.8590366,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_410.jpg,train
0.97467726,0.7849711,1.5398101,1.3292243,1.6580241,0.8722895,1.5077201,2.020069,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_482.jpg,train
1.7312815,2.2350073,1.3511021,1.320024,1.8458574,0.7299053,1.2288274,1.9444224,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4127.jpg,train
1.1667113,0.7829257,1.837095,1.0335145,1.5782212,1.0676924,1.1961324,1.8751409,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2195.jpg,train
1.584861,2.0295508,2.0049448,1.7343667,1.8380301,0.70320636,1.1685629,2.2451432,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4437.jpg,train
2.1655543,0.8891064,1.6829633,2.1787703,1.5465238,1.4220588,1.1790946,2.2577035,0,normal,Preprocessed_Dataset/ddsm/ddsm_2698.jpg,train
1.9596009,2.3678584,2.200064,1.6458436,1.8518881,0.7067021,2.2075388,2.2392862,0,normal,Preprocessed_Dataset/ddsm/ddsm_65.jpg,train
0.24297392,1.6256647,1.6872578,2.0621634,1.5840876,1.234884,1.2151455,2.0409703,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_107.jpg,train
0.3057754,0.9265789,1.5771872,1.3382418,1.7484021,1.1619663,1.4072129,2.1363664,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4961.jpg,train
1.1290271,1.2344472,2.0560675,1.7890397,1.553319,1.3051741,1.3139174,1.6986749,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_572.jpg,train
1.5907906,0.9593806,1.1365147,1.7904686,1.2262533,0.6849234,1.2580312,2.1197731,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6014.jpg,train
2.329414,0.86554486,1.7438923,1.6573162,1.1851743,1.9175023,1.0712935,1.8303806,1,benign,Preprocessed_Dataset/ddsm/ddsm_8736.jpg,train
2.1320956,2.3645267,0.9124514,0.9566566,1.6838951,0.8779801,0.7841538,1.9311298,0,normal,Preprocessed_Dataset/ddsm/ddsm_1635.jpg,train
2.1779554,2.3319454,1.8037496,1.1527455,2.197767,1.0426936,1.6310557,2.393759,1,benign,Preprocessed_Dataset/ddsm/ddsm_7103.jpg,train
1.313761,2.0786638,1.8279643,1.6888218,1.6117729,1.2462331,1.7099385,2.4602277,0,normal,Preprocessed_Dataset/ddsm/ddsm_2629.jpg,train
1.8596659,0.6150332,1.6302621,1.2219567,1.3878815,2.3406851,1.3220363,1.2355969,1,benign,Preprocessed_Dataset/ddsm/ddsm_9312.jpg,train
0.15615487,1.4682398,1.6747382,1.9598291,1.3732861,1.1924791,1.2435127,2.1063666,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2920.jpg,train
0.2161808,1.2415874,1.7181523,1.3087553,1.2804762,0.8888269,1.4024668,1.9105955,1,benign,Preprocessed_Dataset/kau-bcmd/kau-bcmd_77.jpg,train
1.1039674,1.3371662,2.1226392,1.6576418,1.3778061,1.358892,1.1554332,2.5850713,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_466.jpg,train
1.1457076,0.6727178,1.5599651,0.9948159,1.6896938,0.9436226,1.6383886,1.7404646,0,normal,Preprocessed_Dataset/dmid/dmid_5.jpg,train
0.87987685,1.2537234,2.078559,1.3491025,1.335715,0.8500737,1.2223699,1.7346414,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_471.jpg,train
0.55153275,1.7459656,1.4883065,2.1350753,1.230823,1.1395432,1.0430892,2.2247577,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1550.jpg,train
2.506735,2.4318287,1.3357584,0.6213028,1.9735215,1.4747342,1.649941,1.9145116,0,normal,Preprocessed_Dataset/ddsm/ddsm_1899.jpg,train
1.9003307,0.93993765,1.8666679,2.2047358,1.7008882,0.8769768,0.6335344,1.9448321,1,benign,Preprocessed_Dataset/ddsm/ddsm_10322.jpg,train
0.6940545,2.0172873,1.5025468,2.2688193,1.7632259,1.1290675,0.8916555,1.9478881,0,normal,Preprocessed_Dataset/dmid/dmid_58.jpg,train
2.5383787,0.54308504,2.1982656,2.246704,2.069155,2.140952,2.1358936,0.73546207,1,benign,Preprocessed_Dataset/ddsm/ddsm_6796.jpg,train
