pc1,pc2,pc3,pc4,label,label_name,filename,split
1.6570804,2.0730617,1.825264,1.0137851,1,benign,Preprocessed_Dataset/ddsm/ddsm_8089.jpg,train
2.1232474,1.0460663,2.5672295,1.8328657,1,benign,Preprocessed_Dataset/ddsm/ddsm_6736.jpg,train
1.0685587,1.9211118,2.156958,2.30428,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2839.jpg,train
0.36126322,1.9071023,1.4696051,0.73079765,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1769.jpg,train
2.4465747,2.4386404,2.1463382,1.5963812,0,normal,Preprocessed_Dataset/ddsm/ddsm_1825.jpg,train
2.159699,0.39197516,0.7822239,1.1415973,1,benign,Preprocessed_Dataset/ddsm/ddsm_8778.jpg,train
1.8150432,2.3952482,2.0735726,1.2557002,0,normal,Preprocessed_Dataset/ddsm/ddsm_905.jpg,train
0.1572113,1.9113605,1.6199393,1.0242977,1,benign,Preprocessed_Dataset/cmmd/cmmd_1973.jpg,train
2.02557,0.66858375,1.5184615,1.4866405,1,benign,Preprocessed_Dataset/ddsm/ddsm_8022.jpg,train
0.13089848,0.98059434,1.367634,1.4531678,1,benign,Preprocessed_Dataset/cmmd/cmmd_444.jpg,train
1.873433,0.58393854,1.7103547,0.75446963,1,benign,Preprocessed_Dataset/ddsm/ddsm_6834.jpg,train
1.7319231,2.4360452,2.5237467,1.0718005,0,normal,Preprocessed_Dataset/ddsm/ddsm_113.jpg,train
1.7321821,2.0276926,2.5570586,1.0008466,1,benign,Preprocessed_Dataset/ddsm/ddsm_8361.jpg,train
1.1915327,1.5470039,2.7597651,1.8018247,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_286.jpg,train
0.43430203,0.8095128,1.4414095,2.5117493,1,benign,Preprocessed_Dataset/ddsm/ddsm_6644.jpg,train
0.19611275,2.012956,1.509982,0.9509186,1,benign,Preprocessed_Dataset/cmmd/cmmd_1810.jpg,train
0.15824497,1.817536,1.5967395,0.9059859,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_497.jpg,train
0.20215201,1.8880901,1.3972088,1.0031905,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1159.jpg,train
0.13783383,1.0423744,1.6174682,1.7929465,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1523.jpg,train
0.0105832815,1.6969501,1.5017651,1.4221209,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3489.jpg,train
0.33352476,2.1804638,1.0134475,1.032476,1,benign,Preprocessed_Dataset/inbreast/inbreast_395.jpg,train
1.4234217,1.7676061,1.7813884,1.0611751,1,benign,Preprocessed_Dataset/ddsm/ddsm_9957.jpg,train
1.4110836,2.325901,1.7630348,1.5687442,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4653.jpg,train
0.8427117,2.7120295,0.7395463,0.20612955,1,benign,Preprocessed_Dataset/inbreast/inbreast_73.jpg,train
2.1130233,0.5047449,1.640188,1.615277,1,benign,Preprocessed_Dataset/ddsm/ddsm_10150.jpg,train
2.113995,2.3524945,2.692265,0.9377534,1,benign,Preprocessed_Dataset/ddsm/ddsm_6789.jpg,train
1.6754117,2.6366534,1.3551049,1.6163865,0,normal,Preprocessed_Dataset/ddsm/ddsm_943.jpg,train
0.43775427,1.8279717,2.0142725,0.90251404,1,benign,Preprocessed_Dataset/cmmd/cmmd_2209.jpg,train
1.6954529,0.5725993,0.70153964,1.3742844,0,normal,Preprocessed_Dataset/ddsm/ddsm_2150.jpg,train
0.6762688,0.4677068,0.99451005,1.7333696,0,normal,Preprocessed_Dataset/dmid/dmid_241.jpg,train
0.46637964,0.9502052,1.6858716,2.2412329,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4748.jpg,train
1.7904284,2.5513172,0.83732307,2.255695,1,benign,Preprocessed_Dataset/ddsm/ddsm_7935.jpg,train
0.0,1.2591269,1.6396773,1.5565059,1,benign,Preprocessed_Dataset/cmmd/cmmd_358.jpg,train
0.21478748,1.0874573,1.5496696,2.1338542,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_463.jpg,train
1.3934445,1.1222551,2.5386882,1.2241907,1,benign,Preprocessed_Dataset/ddsm/ddsm_6688.jpg,train
1.3388513,2.321487,0.79553455,1.8140506,1,benign,Preprocessed_Dataset/ddsm/ddsm_9631.jpg,train
0.40301,2.2268093,1.3735032,0.4265344,0,normal,Preprocessed_Dataset/dmid/dmid_238.jpg,train
0.05732441,1.7585732,1.4951652,1.2169256,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1719.jpg,train
0.8978593,2.4712625,1.4675545,0.4687072,0,normal,Preprocessed_Dataset/dmid/dmid_136.jpg,train
1.9808741,2.368802,1.9995258,1.7461224,0,normal,Preprocessed_Dataset/ddsm/ddsm_449.jpg,train
0.35371196,1.3846675,1.8555338,2.0471241,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_198.jpg,train
2.04097,2.855424,0.7781552,1.7246926,1,benign,Preprocessed_Dataset/ddsm/ddsm_8627.jpg,train
1.6176491,2.371432,2.0955927,1.8867178,1,benign,Preprocessed_Dataset/ddsm/ddsm_7537.jpg,train
2.2701159,2.6114588,0.37054694,2.7035434,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5663.jpg,train
1.5590711,1.1654817,2.8615294,1.4731265,1,benign,Preprocessed_Dataset/ddsm/ddsm_10312.jpg,train
2.172193,2.5632014,1.8560601,2.1020348,0,normal,Preprocessed_Dataset/ddsm/ddsm_523.jpg,train
1.6217651,0.7853453,1.9901615,2.6341183,1,benign,Preprocessed_Dataset/ddsm/ddsm_8076.jpg,train
0.54507786,0.97741175,1.8877714,2.23871,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_572.jpg,train
0.6445654,0.6382255,1.6282703,2.5785205,0,normal,Preprocessed_Dataset/dmid/dmid_379.jpg,train
1.7158737,0.78049934,0.5377991,0.761236,1,benign,Preprocessed_Dataset/ddsm/ddsm_8998.jpg,train
1.9937407,2.842722,1.0114988,1.4029391,0,normal,Preprocessed_Dataset/ddsm/ddsm_1655.jpg,train
0.48867673,2.287729,0.854909,0.99717873,1,benign,Preprocessed_Dataset/dmid/dmid_70.jpg,train
2.1357431,0.47515965,1.0527549,0.62672687,0,normal,Preprocessed_Dataset/ddsm/ddsm_1306.jpg,train
1.0179209,2.2784462,1.4722265,0.8793574,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2204.jpg,train
0.1713121,1.0578576,1.6659182,1.9645886,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2062.jpg,train
2.0197904,2.3192465,1.4927619,2.4875295,0,normal,Preprocessed_Dataset/ddsm/ddsm_967.jpg,train
1.5608584,1.2322993,2.3012707,1.6184955,1,benign,Preprocessed_Dataset/ddsm/ddsm_8636.jpg,train
1.6987336,1.57582,2.494266,1.6265588,0,normal,Preprocessed_Dataset/ddsm/ddsm_345.jpg,train
1.1439539,1.7706586,1.0976582,2.260944,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_719.jpg,train
0.094124556,1.9189659,1.4045016,1.3638535,2,malignant,Preprocessed_Dataset/cmmd/cmmd_268.jpg,train
0.86359245,1.8082236,1.4013981,1.9151285,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_301.jpg,train
0.42813015,2.0540757,1.6719182,0.5276512,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2057.jpg,train
0.12827456,1.0460536,1.4329771,1.6138059,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3828.jpg,train
1.5409694,2.0432491,2.1842415,1.3908045,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4321.jpg,train
2.1863253,2.545979,1.2962216,2.4751816,0,normal,Preprocessed_Dataset/ddsm/ddsm_1543.jpg,train
2.0980325,0.18208241,0.7306125,1.3218111,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3414.jpg,train
2.033029,0.85204804,2.1564682,1.386669,1,benign,Preprocessed_Dataset/ddsm/ddsm_8120.jpg,train
1.7473112,2.3170843,0.9051911,2.1111052,1,benign,Preprocessed_Dataset/ddsm/ddsm_6659.jpg,train
0.1682831,1.9278811,1.4347153,1.0310013,1,benign,Preprocessed_Dataset/cmmd/cmmd_122.jpg,train
2.1636083,2.9870038,1.5845144,1.585876,0,normal,Preprocessed_Dataset/ddsm/ddsm_1579.jpg,train
0.12112665,1.5135255,1.898356,1.3961202,1,benign,Preprocessed_Dataset/kau-bcmd/kau-bcmd_488.jpg,train
1.2213387,1.1747642,2.2067873,1.3413243,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_927.jpg,train
0.25969446,1.9974235,1.5251994,0.7893952,1,benign,Preprocessed_Dataset/cmmd/cmmd_2479.jpg,train
1.5030988,1.1495603,2.509266,1.4952632,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3940.jpg,train
0.2575146,1.042541,1.838782,2.1709604,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2630.jpg,train
0.061579227,1.1116114,1.3283846,1.2736505,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4333.jpg,train
1.8227,2.5806181,1.2455101,2.2302568,1,benign,Preprocessed_Dataset/ddsm/ddsm_8131.jpg,train
1.4884541,2.3145213,2.4074426,0.405151,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3249.jpg,train
1.9613659,1.1760552,2.524969,1.6044824,0,normal,Preprocessed_Dataset/ddsm/ddsm_1904.jpg,train
0.67072815,2.3939664,1.5262091,0.6500192,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1452.jpg,train
0.058855534,1.1543267,1.6063441,1.5913993,1,benign,Preprocessed_Dataset/cmmd/cmmd_3894.jpg,train
1.8082438,2.2138863,1.0791364,2.2664256,1,benign,Preprocessed_Dataset/ddsm/ddsm_6619.jpg,train
0.2919339,1.858641,1.8721246,0.84341526,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2851.jpg,train
2.2046409,0.8273589,1.59248,0.46654797,1,benign,Preprocessed_Dataset/ddsm/ddsm_6902.jpg,train
0.18556452,1.8630542,1.4687644,0.9241224,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3450.jpg,train
1.6428379,2.5980372,0.77882683,1.4266694,1,benign,Preprocessed_Dataset/ddsm/ddsm_6679.jpg,train
1.6056223,2.6630194,0.5284811,1.743842,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6219.jpg,train
2.4975414,2.7149282,1.8128076,2.4380329,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5723.jpg,train
1.6391472,1.7221601,2.4932775,2.231309,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_770.jpg,train
1.9364423,2.5246572,1.6000899,2.0545104,1,benign,Preprocessed_Dataset/ddsm/ddsm_9331.jpg,train
2.0083947,2.1697378,1.8924286,2.029043,1,benign,Preprocessed_Dataset/ddsm/ddsm_7961.jpg,train
1.8423643,2.3496027,1.3733954,1.724633,0,normal,Preprocessed_Dataset/ddsm/ddsm_925.jpg,train
1.4774472,2.2633986,1.5820891,2.0157945,1,benign,Preprocessed_Dataset/ddsm/ddsm_6735.jpg,train
1.8040493,0.5537383,0.22877967,1.2143077,1,benign,Preprocessed_Dataset/ddsm/ddsm_7786.jpg,train
0.14644027,1.0814438,1.3446378,1.4858803,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4365.jpg,train
2.3770225,2.658409,1.3703994,2.2655463,1,benign,Preprocessed_Dataset/ddsm/ddsm_9263.jpg,train
1.3668505,1.7053611,1.4351927,2.1379857,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_186.jpg,train
2.239459,0.9894061,2.0111518,2.3473554,0,normal,Preprocessed_Dataset/ddsm/ddsm_1792.jpg,train
1.3819585,0.4309783,0.6133101,2.5291693,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6206.jpg,train
1.6255453,2.5171366,0.16649747,1.9084843,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3919.jpg,train
2.1984065,2.3442616,2.3279836,1.1338688,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3493.jpg,train
1.3151962,2.0041008,1.8172826,1.4882329,1,benign,Preprocessed_Dataset/ddsm/ddsm_10397.jpg,train
2.1929853,2.6108966,0.06774163,2.4069,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2915.jpg,train
1.8670137,0.8178266,2.094808,2.2449021,1,benign,Preprocessed_Dataset/ddsm/ddsm_6804.jpg,train
1.8533037,0.6282342,2.296783,1.8577367,0,normal,Preprocessed_Dataset/ddsm/ddsm_856.jpg,train
0.10841215,1.1151832,1.4631897,1.773847,1,benign,Preprocessed_Dataset/cmmd/cmmd_2291.jpg,train
2.261981,2.3436646,2.1843543,1.9413376,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5069.jpg,train
1.6579106,2.5291235,1.4835845,2.015133,1,benign,Preprocessed_Dataset/ddsm/ddsm_8165.jpg,train
1.8507056,2.2932956,0.8359734,2.2807446,1,benign,Preprocessed_Dataset/ddsm/ddsm_7515.jpg,train
0.20218313,1.8051255,1.5884067,0.9261561,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2114.jpg,train
1.6528876,2.4859085,1.9458138,2.1135035,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4633.jpg,train
0.53173816,1.9358863,1.7081579,0.5243903,1,benign,Preprocessed_Dataset/cmmd/cmmd_2125.jpg,train
1.0498126,0.94691277,2.3642752,2.3188524,1,benign,Preprocessed_Dataset/ddsm/ddsm_7760.jpg,train
0.33170962,1.7719793,1.6351041,0.7588616,1,benign,Preprocessed_Dataset/cmmd/cmmd_2373.jpg,train
0.75911725,2.2446089,1.312508,1.15344,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1772.jpg,train
0.65305495,1.978435,1.4020671,1.04358,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2161.jpg,train
0.2504354,1.880987,1.5901929,0.7000313,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_634.jpg,train
1.8922839,2.4998612,1.5607513,1.782381,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5905.jpg,train
0.10999215,1.8063636,1.4738784,1.2762917,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2600.jpg,train
1.2716905,0.69858724,1.5820996,2.573123,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5800.jpg,train
2.295601,2.3169827,0.97866976,1.2723951,0,normal,Preprocessed_Dataset/ddsm/ddsm_1083.jpg,train
0.36761713,0.9782999,1.4152795,2.254136,1,benign,Preprocessed_Dataset/cmmd/cmmd_3572.jpg,train
0.3095795,1.0835209,1.7903163,2.2923234,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_414.jpg,train
1.4537063,2.5009453,2.167427,0.9366238,1,benign,Preprocessed_Dataset/ddsm/ddsm_9109.jpg,train
1.9958601,2.0484164,2.4703245,1.8939033,0,normal,Preprocessed_Dataset/ddsm/ddsm_1977.jpg,train
1.5199313,2.1658273,1.3438197,2.0197406,0,normal,Preprocessed_Dataset/ddsm/ddsm_2599.jpg,train
0.035906553,1.5019664,1.7862273,1.416396,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_737.jpg,train
1.8783802,1.9408514,1.9673456,1.9834282,1,benign,Preprocessed_Dataset/ddsm/ddsm_10201.jpg,train
2.4232526,0.4198835,0.75879854,0.66956973,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5378.jpg,train
0.28994405,1.8639344,1.6047798,0.63369817,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1186.jpg,train
2.2989545,0.73842317,2.8406625,1.9749404,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4952.jpg,train
0.085997105,1.8835644,1.4396687,1.3182546,2,malignant,Preprocessed_Dataset/cmmd/cmmd_933.jpg,train
0.28444332,1.3876992,1.7252152,1.9192815,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_210.jpg,train
1.8504686,1.1954434,2.6567788,1.5117751,1,benign,Preprocessed_Dataset/ddsm/ddsm_9760.jpg,train
0.3160246,1.0118065,1.5744911,2.190236,1,benign,Preprocessed_Dataset/cmmd/cmmd_1790.jpg,train
1.5716908,2.2579951,1.1051962,2.2033303,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5551.jpg,train
0.19819748,1.0275977,1.5200717,1.9139419,1,benign,Preprocessed_Dataset/cmmd/cmmd_3614.jpg,train
2.5617027,0.80146927,2.366746,0.9283181,0,normal,Preprocessed_Dataset/ddsm/ddsm_2056.jpg,train
0.14006805,1.0977063,1.4375932,1.6782528,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3798.jpg,train
2.0855358,2.0338778,2.6266565,1.8523238,1,benign,Preprocessed_Dataset/ddsm/ddsm_8957.jpg,train
2.113543,0.5422139,1.1485244,1.3158077,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3576.jpg,train
1.6532154,1.1687368,2.1428056,0.89954174,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3312.jpg,train
1.7566888,0.6993951,2.7458568,1.3957428,1,benign,Preprocessed_Dataset/ddsm/ddsm_9496.jpg,train
2.0384123,0.81256294,0.6673455,1.245992,1,benign,Preprocessed_Dataset/ddsm/ddsm_8774.jpg,train
1.5214609,2.1809542,2.756237,0.8547884,0,normal,Preprocessed_Dataset/ddsm/ddsm_921.jpg,train
2.1606166,2.6742926,0.40714657,2.4506292,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3599.jpg,train
0.100937724,1.0704072,1.3478378,1.4795558,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4048.jpg,train
1.5624255,2.5249152,1.8082803,0.5644464,0,normal,Preprocessed_Dataset/ddsm/ddsm_9.jpg,train
1.72404,2.355713,2.089962,1.229028,1,benign,Preprocessed_Dataset/ddsm/ddsm_6677.jpg,train
2.28772,0.08191216,1.0107527,1.0421922,0,normal,Preprocessed_Dataset/ddsm/ddsm_256.jpg,train
1.8298218,2.9005218,1.285969,1.554545,0,normal,Preprocessed_Dataset/ddsm/ddsm_259.jpg,train
1.5880799,2.3595715,1.4515975,1.5750198,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4603.jpg,train
1.7470229,0.8824495,2.5418165,1.1113424,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4056.jpg,train
1.9764857,0.66159165,1.906536,1.5050023,0,normal,Preprocessed_Dataset/ddsm/ddsm_2288.jpg,train
0.3270645,1.5925298,1.8060626,1.5653,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_48.jpg,train
0.17591083,1.1249993,1.4470555,1.9341221,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4018.jpg,train
0.6163241,0.40466583,0.48254168,1.6622599,1,benign,Preprocessed_Dataset/inbreast/inbreast_384.jpg,train
0.8096546,2.6494281,0.8463242,0.30233586,0,normal,Preprocessed_Dataset/inbreast/inbreast_115.jpg,train
2.2709417,1.2711933,1.3111022,2.0653932,0,normal,Preprocessed_Dataset/ddsm/ddsm_2514.jpg,train
1.7782954,0.9671639,2.694584,1.7350246,0,normal,Preprocessed_Dataset/ddsm/ddsm_1304.jpg,train
0.70575076,0.9415713,1.9091705,2.4499311,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1624.jpg,train
0.2917226,1.0101722,1.4582663,2.2945423,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4528.jpg,train
0.16708267,1.8898015,1.4999273,1.0598139,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3317.jpg,train
2.263116,2.488974,1.6825691,2.555877,0,normal,Preprocessed_Dataset/ddsm/ddsm_1535.jpg,train
1.0304389,2.1351972,1.7937076,0.9616829,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_722.jpg,train
0.044216156,1.7309872,1.4284741,1.3513242,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1253.jpg,train
0.76146775,0.33377588,1.0094323,2.1787424,0,normal,Preprocessed_Dataset/inbreast/inbreast_234.jpg,train
1.063192,1.7760981,1.8114264,2.2743225,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_797.jpg,train
1.8262312,0.75589657,2.4284465,2.3819797,0,normal,Preprocessed_Dataset/ddsm/ddsm_88.jpg,train
0.01817429,1.6942043,1.6015197,1.3725315,2,malignant,Preprocessed_Dataset/cmmd/cmmd_858.jpg,train
2.3145752,0.67868817,1.2588472,0.6560532,1,benign,Preprocessed_Dataset/ddsm/ddsm_10012.jpg,train
0.45533657,1.9636348,1.7846951,0.9616303,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3388.jpg,train
1.9629312,0.66388154,1.7891057,1.462447,0,normal,Preprocessed_Dataset/ddsm/ddsm_232.jpg,train
0.38254273,1.8720956,1.6364745,0.8883335,1,benign,Preprocessed_Dataset/cmmd/cmmd_1922.jpg,train
1.9568985,1.9564204,0.5959623,2.596852,1,benign,Preprocessed_Dataset/ddsm/ddsm_9983.jpg,train
0.90452754,2.5820072,1.1020393,0.9552685,0,normal,Preprocessed_Dataset/dmid/dmid_228.jpg,train
2.045082,0.22762287,1.133166,1.4540498,1,benign,Preprocessed_Dataset/ddsm/ddsm_7014.jpg,train
0.18074644,1.0588068,1.7310561,1.9928552,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_982.jpg,train
0.16101205,1.8792384,1.2597883,1.2386189,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1579.jpg,train
1.007101,0.65139776,1.313798,1.8362638,1,benign,Preprocessed_Dataset/inbreast/inbreast_43.jpg,train
1.8887386,2.3391843,1.6559286,1.9503635,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5825.jpg,train
1.4342209,1.3316592,2.027254,2.04681,1,benign,Preprocessed_Dataset/ddsm/ddsm_6504.jpg,train
1.7226145,2.9852834,1.002112,1.0055132,0,normal,Preprocessed_Dataset/ddsm/ddsm_395.jpg,train
1.7926005,2.5332847,1.8334318,1.5842241,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4615.jpg,train
1.5270232,2.3350053,1.3077406,2.1524653,1,benign,Preprocessed_Dataset/ddsm/ddsm_6811.jpg,train
0.20927882,1.8954967,1.5747077,1.0160532,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1408.jpg,train
0.25214005,1.863612,1.7676519,0.8484341,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3007.jpg,train
0.38862467,2.1726198,1.2729893,0.56959003,0,normal,Preprocessed_Dataset/dmid/dmid_461.jpg,train
0.9766178,1.437446,1.4285512,2.481617,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_129.jpg,train
0.12994456,1.5431112,1.7398235,1.505675,1,benign,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1307.jpg,train
1.8628731,2.811224,0.748971,1.6046782,0,normal,Preprocessed_Dataset/ddsm/ddsm_639.jpg,train
1.2562176,1.766104,1.2629784,2.0749044,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_870.jpg,train
2.1706862,0.60848176,1.365911,1.1941378,1,benign,Preprocessed_Dataset/ddsm/ddsm_8646.jpg,train
0.2360189,1.8936619,1.5769094,0.8333512,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2675.jpg,train
2.453255,0.83357066,1.7662282,2.102536,0,normal,Preprocessed_Dataset/ddsm/ddsm_1764.jpg,train
0.116529584,1.8270348,1.4903476,1.088186,2,malignant,Preprocessed_Dataset/cmmd/cmmd_889.jpg,train
1.7636702,0.82952267,2.0321388,1.5343914,1,benign,Preprocessed_Dataset/ddsm/ddsm_8540.jpg,train
0.054153204,1.7839104,1.5112331,1.327505,1,benign,Preprocessed_Dataset/cmmd/cmmd_354.jpg,train
1.8828752,2.5795505,1.2221596,2.2940304,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4155.jpg,train
1.3969817,2.131291,0.6241514,1.2340184,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_908.jpg,train
1.8426102,0.92872214,2.1224189,1.1642478,1,benign,Preprocessed_Dataset/ddsm/ddsm_10224.jpg,train
1.4664962,1.0445645,2.093403,2.4040961,0,normal,Preprocessed_Dataset/ddsm/ddsm_472.jpg,train
0.09445417,1.7888654,1.6827017,1.1817507,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2799.jpg,train
1.3557041,1.349196,2.2049236,2.180215,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_507.jpg,train
0.2676456,1.8098128,1.8360198,0.84380037,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2938.jpg,train
1.9341335,2.9062178,1.0014772,1.4556824,0,normal,Preprocessed_Dataset/ddsm/ddsm_1407.jpg,train
