pc1,pc2,pc3,pc4,label,filename,split
1.913221,1.7633357,0.49595165,0.6509772,0,train_1870.png,train
0.4366446,1.1242933,1.1640989,0.58024824,1,train_8305.png,train
1.4406081,2.7436337,2.585826,0.7280719,0,train_3611.png,train
2.336741,1.4412526,1.9504737,0.91755533,1,train_4467.png,train
0.7594018,2.3205569,1.5869445,0.6618341,1,train_6525.png,train
0.36587584,1.8008653,1.8322232,0.14242679,0,train_771.png,train
0.8037875,1.2761337,0.8963822,0.87106985,1,train_3155.png,train
1.1223527,1.5290592,0.77990377,1.314338,0,train_7743.png,train
1.0185347,2.936492,2.6591353,0.73610306,0,train_3071.png,train
2.6159256,2.0143898,1.812151,0.671402,1,train_62.png,train
2.4570289,0.0,2.781301,0.9230867,1,train_6442.png,train
2.1877153,2.351624,0.9828119,0.80663985,1,train_3515.png,train
2.225969,1.1048412,1.54229,0.96159196,0,train_2256.png,train
1.4731593,2.436119,1.1265905,0.47477043,0,train_9013.png,train
2.1353824,2.0872927,0.74000114,0.68232465,0,train_2171.png,train
1.7432022,2.6898007,1.1238135,0.50251174,1,train_4373.png,train
0.7673519,0.80292267,0.8206411,0.5468542,1,train_5113.png,train
2.1420448,1.073967,1.4398092,0.21486369,1,train_204.png,train
1.3582218,1.0989974,0.73930025,0.25199792,0,train_7739.png,train
2.2820585,1.7829224,0.97749674,0.0,1,train_4968.png,train
2.7702007,0.8876816,2.6923337,0.82727784,1,train_7488.png,train
1.456036,1.9891641,0.7042196,0.9760709,1,train_2274.png,train
1.3951142,1.9710572,1.2879723,0.7970156,0,train_2969.png,train
0.476236,0.51957965,0.97400844,0.8862035,0,train_9390.png,train
0.16034675,0.79180896,1.7578895,0.4980607,0,train_2411.png,train
1.17602,2.3715022,1.394439,0.7321987,1,train_4798.png,train
2.439139,2.026722,1.4224675,0.6749577,0,train_6999.png,train
0.92795014,2.8146393,2.1083622,0.61416733,1,train_1256.png,train
1.739783,0.5510379,1.0853858,0.32231557,1,train_419.png,train
1.2527734,1.6958982,0.8147155,0.3308252,1,train_66.png,train
1.1195323,2.1619582,1.3011488,0.45394063,0,train_4775.png,train
0.73658186,1.5370868,1.0398142,0.21286643,1,train_5517.png,train
2.0286353,2.755011,1.4682581,0.31996793,1,train_4050.png,train
1.2473831,1.3494815,0.48419493,0.42305726,1,train_4948.png,train
1.4585538,2.3492725,1.3402799,0.62634224,0,train_5077.png,train
1.554957,2.3231363,1.2524648,0.32168373,1,train_6239.png,train
1.1117632,2.8079743,1.9926507,0.65569216,1,train_1401.png,train
1.3256313,1.8854764,0.814574,0.85543674,1,train_4465.png,train
1.5466118,2.0990067,0.57425255,0.88937235,0,train_6068.png,train
1.9126585,1.4029056,0.45306754,0.40878767,1,train_1303.png,train
0.15240669,0.8997834,1.8940339,0.120399,0,train_5976.png,train
0.8474688,1.5385677,0.6683527,0.64366716,0,train_5746.png,train
1.6326203,2.2395358,0.94780564,0.81548035,1,train_8905.png,train
0.16331673,1.0246276,1.7062627,0.51761925,1,train_2626.png,train
1.7333342,1.8728659,0.71635944,1.0818244,1,train_281.png,train
1.197127,1.5440869,0.9256765,1.4297826,0,train_2292.png,train
0.5364265,1.8442985,1.8666128,0.7876248,1,train_8430.png,train
1.3862929,2.110095,0.8218677,0.52625096,1,train_6414.png,train
0.3115524,0.9774227,1.312685,0.24398798,0,train_563.png,train
2.2631485,2.162833,0.7518587,0.73275054,0,train_3075.png,train
0.41562915,1.8209312,2.1439772,0.69470644,1,train_1153.png,train
0.5601101,1.3378534,1.1205499,0.50969344,0,train_6222.png,train
2.9273953,1.1056218,2.0650299,0.47597116,1,train_7892.png,train
2.3026533,0.33024836,2.3347683,0.8538342,1,train_6429.png,train
2.063188,1.6733478,0.76891536,0.46569753,0,train_8476.png,train
0.7261018,1.789019,1.6820936,0.8452768,0,train_1531.png,train
2.5697665,0.53900194,2.417915,0.638421,1,train_3966.png,train
0.34879076,1.9633435,2.0124583,0.7300895,1,train_3164.png,train
1.4228795,2.0524495,0.9333874,0.78176534,1,train_4185.png,train
0.23182571,0.8697646,1.6355476,0.40371525,1,train_3213.png,train
2.8765402,1.3384107,1.3597314,0.6129328,1,train_5500.png,train
1.2847581,0.9282448,0.62027216,0.85239077,0,train_7843.png,train
2.0187309,2.365788,1.2466776,0.5399952,1,train_6049.png,train
2.478775,1.4364839,1.169399,0.38214925,1,train_6407.png,train
2.070877,2.414939,0.9742567,0.5237938,1,train_3186.png,train
0.42668998,2.5931485,2.8725176,0.656011,1,train_7396.png,train
2.8868861,0.08172786,2.7428575,0.87084556,1,train_9041.png,train
0.6018006,2.0152035,1.5682951,0.5736321,0,train_3978.png,train
0.6341799,0.7614558,0.68828917,0.39573625,0,train_92.png,train
2.8599312,0.1582967,1.8549143,0.8244188,0,train_4844.png,train
0.4138866,0.43663,0.9240346,0.9669639,0,train_8866.png,train
1.041508,2.2338016,1.1866614,0.90192175,1,train_8304.png,train
1.1621666,2.8494697,1.8140506,0.70478165,0,train_2542.png,train
1.8262324,2.805863,1.415212,0.13445866,0,train_7264.png,train
1.8527405,2.176929,0.87257004,1.0594604,1,train_829.png,train
1.4335923,1.2502508,0.23010075,1.0670378,1,train_4671.png,train
0.29827893,1.1352475,1.8716223,0.7524771,0,train_4840.png,train
2.1505988,2.0942488,1.0678027,0.35917884,1,train_29.png,train
1.4113945,1.3610501,0.79424137,0.79751295,0,train_3547.png,train
2.8219047,1.8227322,2.822528,0.5111805,1,train_4294.png,train
1.4732658,2.0532203,0.9904938,0.7879524,0,train_9394.png,train
1.917456,2.8092418,1.3085136,0.501097,0,train_554.png,train
2.728528,0.12949169,3.1415925,0.97895443,1,train_8246.png,train
0.20648575,1.6162467,2.217118,0.35445428,0,train_3864.png,train
0.62319905,2.5953496,1.8755873,0.5802674,0,train_2703.png,train
0.5069499,2.8302126,2.6460934,0.7654235,0,train_6926.png,train
1.1892095,1.7387226,1.547493,0.16399479,1,train_2006.png,train
1.4578941,1.3248316,0.38859028,0.85109043,0,train_9235.png,train
2.184171,1.0428824,0.92965144,0.6870298,0,train_9405.png,train
2.8528283,1.386885,1.8020886,0.7445555,0,train_552.png,train
2.5316372,1.2816436,1.566009,0.15384975,1,train_1141.png,train
0.27285564,0.8187809,1.5802134,0.6848029,1,train_4710.png,train
0.1807332,1.6103584,2.2819498,0.5653184,0,train_315.png,train
0.6996047,1.3434765,0.9205227,0.34596533,1,train_6618.png,train
1.1772417,1.7368767,0.9790417,1.1564089,0,train_5047.png,train
1.5359745,1.5488819,0.4405064,0.4266609,0,train_5874.png,train
0.23778927,1.3737026,2.527554,0.7290355,1,train_1095.png,train
2.3428664,1.7728564,1.4424248,0.9554017,1,train_1064.png,train
0.37957728,0.811582,1.3161283,0.38786662,1,train_4231.png,train
3.0390646,2.0254543,2.7115438,0.47540262,1,train_7306.png,train
2.1165888,1.612378,0.43291187,0.6743262,0,train_5913.png,train
1.4852145,1.6679019,0.68826413,0.26431197,0,train_3069.png,train
1.7373109,0.23318791,1.6661619,1.0936003,0,train_4959.png,train
1.9248381,2.1825876,0.7325307,0.43700972,1,train_4681.png,train
2.1805594,1.9752824,0.64572525,0.207097,1,train_7693.png,train
1.363319,2.3912053,1.1603076,0.55907756,0,train_9006.png,train
1.542129,2.4591303,1.1899797,0.48620445,0,train_5662.png,train
0.7373335,1.1097076,0.82634425,0.5345959,1,train_6164.png,train
1.5305179,2.1027467,0.85901225,0.15947047,0,train_1134.png,train
1.7979426,2.9297242,1.8511279,0.46763584,0,train_4888.png,train
1.9493885,2.2568932,0.93300045,0.8496761,0,train_2694.png,train
0.27504086,0.7419367,1.3165962,0.71389437,1,train_7944.png,train
2.257433,2.443799,0.89051056,0.48336676,0,train_2637.png,train
1.8542367,2.1379752,0.5713693,0.6587512,1,train_2620.png,train
0.3906536,1.6673064,2.066451,0.8734778,0,train_3789.png,train
1.338652,1.7097105,0.677644,0.3234926,0,train_7553.png,train
0.47872126,0.44227827,0.6592143,0.58122057,0,train_3220.png,train
0.43074876,2.2605493,2.119003,0.41955775,0,train_1788.png,train
0.0,1.3306662,2.494824,0.56589377,0,train_639.png,train
0.9937384,1.3613464,0.65397096,0.8599494,1,train_2844.png,train
0.34528017,1.201251,1.5195912,0.6150224,0,train_1283.png,train
2.6502314,1.450485,1.1174228,0.5530368,1,train_6649.png,train
0.4279328,1.0060815,1.2005796,0.51900375,1,train_4017.png,train
1.9811728,1.8119731,0.71853346,0.66008747,1,train_3599.png,train
2.1625562,1.5255578,1.1624805,0.9468659,1,train_5053.png,train
0.28192174,2.2513168,2.659864,0.60167134,0,train_8683.png,train
2.7481456,1.7454244,1.8373768,0.9173775,0,train_5214.png,train
0.73931074,0.7410063,0.8026402,0.16188505,1,train_9499.png,train
1.6022464,1.9947054,0.72806656,0.80232507,0,train_719.png,train
0.23101449,1.3086414,1.814536,0.55764884,1,train_8987.png,train
2.5895174,1.626612,1.4491655,0.8805119,1,train_9034.png,train
0.12040877,1.8275971,2.8866715,0.31910285,0,train_3136.png,train
2.918108,1.8919129,1.9230914,0.51720357,1,train_7394.png,train
1.8525782,2.5704947,1.1979957,0.67102826,0,train_6095.png,train
0.51757646,1.8680215,1.7093823,0.6344491,0,train_1378.png,train
0.85405767,1.9534973,1.1844872,0.7566514,0,train_8193.png,train
0.9287554,2.6509967,1.8901932,0.68500334,0,train_9014.png,train
1.0439473,1.4998281,0.911415,0.46838897,0,train_8647.png,train
0.5732974,1.6896207,1.2934812,0.7241797,0,train_7513.png,train
2.1286309,1.0850959,1.0199019,0.4109198,0,train_1077.png,train
2.378692,2.0787494,1.1426367,0.55991185,1,train_6441.png,train
0.7107296,2.3609333,1.6073666,0.62597185,1,train_2007.png,train
0.34884548,0.7340776,1.2211381,0.42576557,1,train_8386.png,train
0.37030005,1.5917497,1.8251696,0.51093936,1,train_1317.png,train
1.8189316,2.312012,0.92853326,0.19667897,0,train_5091.png,train
0.58066386,0.98457974,1.1853892,0.9651546,1,train_2051.png,train
2.4906406,1.33353,1.2066549,0.38605845,1,train_5110.png,train
2.6108367,0.69180685,2.0426776,0.7592326,0,train_5494.png,train
1.7168949,0.2231282,0.8146394,1.5701054,0,train_9212.png,train
1.3358912,2.5380797,1.3738875,0.63802844,0,train_788.png,train
1.8089514,1.8200586,0.72773093,0.24610996,0,train_5904.png,train
2.57273,2.0465312,1.12721,0.56345767,1,train_793.png,train
1.051575,2.20933,1.4160085,0.2734622,1,train_1055.png,train
0.7588335,2.2304876,1.8023694,0.8680752,0,train_2780.png,train
0.8208405,1.7293034,1.0201118,1.2847348,1,train_9070.png,train
0.33386004,1.55554,2.0838408,0.93629825,1,train_6121.png,train
0.6471237,1.2282977,1.5830965,0.8039182,0,train_9416.png,train
1.0669205,1.8926026,1.4993464,0.66964406,1,train_1112.png,train
2.6502676,1.0110795,1.330517,0.7114837,0,train_2915.png,train
1.870636,1.3503631,0.42783117,0.551292,0,train_9175.png,train
0.18999553,1.1653072,1.914268,0.54421604,1,train_4870.png,train
1.7686143,1.7076384,0.640606,0.3954306,1,train_1383.png,train
1.3377391,2.4245875,1.2702836,0.946693,0,train_1231.png,train
0.36414814,1.1063437,1.4558173,0.576347,1,train_263.png,train
0.88343704,0.96216244,0.7678419,0.38221213,0,train_6808.png,train
1.7701967,2.6022022,1.412917,0.6376163,1,train_8956.png,train
0.6106177,1.7102445,1.7101372,1.0741501,0,train_5082.png,train
0.79439014,1.8906134,1.1387596,0.9445148,1,train_2282.png,train
0.40351892,0.86042666,1.0546371,0.6128823,0,train_1730.png,train
0.33896947,1.1360571,1.3554013,0.4386497,1,train_543.png,train
2.0364761,1.4846488,0.59197223,0.9412495,1,train_7477.png,train
0.5752043,1.8860407,1.4574451,0.4830291,1,train_7834.png,train
2.6905441,1.770844,0.9413852,0.8218663,1,train_86.png,train
0.34332132,1.6221749,2.062031,0.8266425,0,train_4038.png,train
2.7351174,2.4071674,2.2263901,0.5999125,1,train_8096.png,train
1.1349354,2.0159667,0.87822473,0.565201,0,train_4291.png,train
0.9727482,0.79912657,0.4937927,0.6744346,1,train_4333.png,train
0.20127201,0.58394957,1.6872901,0.28187278,0,train_8605.png,train
2.7573698,1.3240507,2.0086775,0.47886452,1,train_789.png,train
0.6805257,1.4026926,1.1568716,0.73530394,1,train_1278.png,train
1.3200719,1.2332073,0.52596277,0.48175323,0,train_6943.png,train
1.50039,2.0573337,1.1881232,0.84342927,0,train_6477.png,train
1.9966444,2.1748133,0.65736604,0.69923645,1,train_5069.png,train
2.4787073,1.7816885,0.8866757,0.5459265,1,train_6601.png,train
2.139422,1.0490966,1.3719816,0.092362165,1,train_9116.png,train
2.1024466,1.623879,0.29266918,0.5258002,1,train_715.png,train
1.1399955,0.97553587,0.4211834,1.2997293,1,train_1175.png,train
1.0280447,2.967693,2.230835,0.6501169,1,train_74.png,train
0.8558554,2.0936399,1.3855168,0.8789779,1,train_5193.png,train
0.5540056,1.4646354,1.084156,0.5629616,0,train_2682.png,train
2.4616222,1.7037857,1.0926167,0.5503844,1,train_1039.png,train
0.111640215,0.7506499,1.8937324,0.32351968,0,train_4238.png,train
2.0019174,2.1313417,0.5771668,0.40292633,1,train_4077.png,train
0.9547944,1.9167769,1.423985,1.1107793,1,train_3242.png,train
2.628117,2.1759114,1.715539,0.8021688,0,train_9239.png,train
2.0370812,2.483872,0.95299315,0.40342563,0,train_667.png,train
2.8462448,0.92767704,2.7117531,0.91917956,0,train_7777.png,train
0.46196383,1.9992721,1.8372674,0.5339569,0,train_8746.png,train
1.9618759,1.2626815,0.94292563,0.53314316,1,train_8075.png,train
0.89747375,1.8366866,1.1045702,0.5241054,1,train_5210.png,train
1.3581712,1.8393352,1.0988584,0.87768507,1,train_2489.png,train
0.77037036,1.591007,0.9927277,0.5173628,0,train_1929.png,train
2.1649377,2.2002144,1.4297698,1.0037835,0,train_1789.png,train
0.50169444,1.108228,1.0422994,0.25069895,1,train_3310.png,train
2.1145756,1.2274473,0.8305841,1.1746328,1,train_3795.png,train
2.055367,1.8928843,0.7367406,0.36503744,1,train_7373.png,train
1.3568482,2.2049894,1.0867558,0.6720265,1,train_2350.png,train
0.6927018,2.1125276,1.4604721,0.3949345,1,train_193.png,train
0.4683547,1.1181374,1.0690321,0.8666701,1,train_8782.png,train
1.0495644,1.9089108,1.152874,1.1667147,0,train_9444.png,train
0.3030851,1.219878,1.742879,0.69693565,0,train_3031.png,train
0.52341294,1.7383361,1.3587781,0.60550416,0,train_6037.png,train
0.31050527,0.89190924,1.3785325,0.96232164,0,train_7583.png,train
0.45365274,1.3019339,1.3585117,0.62579554,0,train_233.png,train
0.9636179,2.1710322,1.0829184,1.0965066,1,train_4081.png,train
1.50758,3.1415925,2.3315344,0.67377234,1,train_1761.png,train
1.936614,0.8573487,0.7540591,0.530671,1,train_9413.png,train
2.4065511,1.6880004,0.66055965,0.53318334,1,train_1096.png,train
0.6677115,1.4370846,0.8922273,0.90432584,1,train_6695.png,train
0.34333885,1.4456258,1.6862395,0.7320551,0,train_3376.png,train
0.36557293,0.6177509,1.1561209,0.491724,0,train_847.png,train
2.6354485,1.8957291,1.0809425,0.5817448,0,train_6343.png,train
1.890843,0.88265115,0.6334579,0.17596003,1,train_6398.png,train
2.207605,1.9607905,0.7320244,0.49364793,0,train_3813.png,train
1.0158436,1.9919041,1.2124708,0.7821497,0,train_5376.png,train
2.4746022,1.8477535,1.0973632,0.37350026,0,train_2467.png,train
1.1845381,2.533846,1.5144312,1.0847132,1,train_3874.png,train
0.59854895,0.9394736,0.8627,0.32899702,1,train_7125.png,train
1.4146407,2.4275565,1.5602859,0.37188014,1,train_3268.png,train
1.6118765,2.398636,1.0664402,0.51359075,1,train_9158.png,train
1.0829284,2.4257245,1.2637658,0.66064703,0,train_7707.png,train
0.561894,0.84519964,0.7586352,0.93052053,0,train_7584.png,train
1.4836509,2.1523087,1.011868,0.30574584,1,train_3028.png,train
2.9340754,0.6790965,2.6858926,0.6308501,1,train_8924.png,train
1.2480242,1.477142,0.67806745,0.83852756,1,train_387.png,train
1.716477,2.1230023,0.64683896,0.9533613,0,train_4927.png,train
1.725623,1.7497654,0.72021747,0.3162931,0,train_9482.png,train
0.85593754,1.1084526,0.5348713,0.8767794,0,train_3487.png,train
2.9595017,1.4479108,2.4158974,0.18413073,1,train_5058.png,train
0.48453277,1.6745713,1.4717484,0.3537251,0,train_5422.png,train
0.5191811,1.9207401,1.5820316,0.36361742,0,train_9519.png,train
0.47344923,1.4560938,1.6439233,0.2877379,1,train_10.png,train
2.6078458,2.065421,1.4544241,0.5437989,0,train_4256.png,train
1.5271025,2.3204234,1.3714994,0.8167671,0,train_5879.png,train
0.37467408,1.6306865,1.7359478,0.76481086,0,train_3493.png,train
1.3854175,1.6599694,0.9454494,0.29206264,0,train_7666.png,train
0.83131266,2.0990999,1.3712934,0.8769338,0,train_785.png,train
2.0308259,1.6084051,1.1833931,0.42190033,0,train_8000.png,train
1.8235025,2.4549725,0.9612396,0.3008239,1,train_8983.png,train
2.2371817,1.8543129,0.8718598,0.16777876,1,train_8091.png,train
1.357538,1.9542389,1.0270903,0.9734452,0,train_8841.png,train
0.49118102,0.91650414,1.1113443,0.25797305,1,train_94.png,train
0.6079955,2.0175374,1.4867119,0.9876225,0,train_8131.png,train
0.51124257,1.9571195,1.5918376,0.65686536,0,train_393.png,train
2.3476763,2.236736,1.6433012,0.4606877,0,train_6718.png,train
2.3677917,0.19638503,2.357695,0.99993455,1,train_9352.png,train
0.26807725,1.2208042,1.7652206,0.15532169,1,train_8732.png,train
1.4621773,1.9209081,0.77466094,0.47128263,0,train_7298.png,train
1.416223,1.7286832,0.47446036,0.46379584,0,train_7973.png,train
2.2911186,1.8492014,0.85295093,1.0601156,1,train_9030.png,train
0.48527312,1.0875547,1.2112821,0.89632225,1,train_5072.png,train
0.72411585,0.61597455,0.44158643,0.4459447,0,train_8961.png,train
0.41701543,1.3363748,1.459201,0.96619904,1,train_8313.png,train
2.0370126,2.1529489,0.59989756,0.8526989,1,train_7793.png,train
0.5576806,0.99453884,0.93692505,0.72066534,1,train_2919.png,train
0.9127717,1.4581012,0.8876829,0.5968164,1,train_7285.png,train
1.5666986,1.7493982,0.76321715,0.55750376,0,train_8953.png,train
1.9987363,2.4881814,0.8921192,0.45958906,0,train_2499.png,train
2.2050838,2.095922,0.5518091,0.82610655,1,train_3130.png,train
2.7569492,1.885008,1.3017197,0.51883703,0,train_3512.png,train
0.43588078,1.0795901,1.1192143,0.5632994,0,train_1272.png,train
1.220484,2.119846,1.266324,0.4386386,0,train_7179.png,train
3.141593,0.93847436,2.5671,0.57449424,0,train_3544.png,train
1.0673053,2.0984926,1.1914456,0.56634766,0,train_9257.png,train
2.0851955,0.79943657,1.0049572,0.504642,0,train_3549.png,train
2.7015085,0.66747856,2.2175453,0.55848426,1,train_4442.png,train
0.45058143,2.3706007,2.4526668,0.87152946,1,train_4410.png,train
1.4186008,2.8510199,1.9008769,0.34222847,0,train_8352.png,train
1.5092194,2.7241445,1.318014,0.48137957,0,train_6328.png,train
1.4567024,2.203993,0.9735317,0.5814236,1,train_5481.png,train
2.2071674,1.8353605,0.54832596,0.47953457,0,train_8846.png,train
0.26332223,1.718588,2.2011404,0.79159456,0,train_7469.png,train
1.685634,1.9024568,0.6920765,0.531534,0,train_7060.png,train
2.8391142,1.3535379,2.050589,0.50663793,1,train_9282.png,train
1.1350842,3.0005167,2.0775943,0.7187362,1,train_2658.png,train
1.3989077,1.1675014,0.49677008,0.71957165,1,train_5122.png,train
0.40144145,1.2962596,1.3359915,0.8051263,1,train_2765.png,train
0.56561947,1.8594345,1.4495267,0.29914558,0,train_2721.png,train
0.6931216,2.5767293,2.0723517,0.5001623,1,train_1693.png,train
1.3987287,2.9575,1.8470446,0.6153306,0,train_7852.png,train
2.3835056,2.2909048,2.233046,0.88127714,1,train_556.png,train
0.31854832,1.1451864,1.663224,0.06946486,0,train_4801.png,train
0.7007801,1.6362705,1.4279777,0.9361431,0,train_2666.png,train
1.8857038,1.57374,0.61964047,0.9947683,1,train_4353.png,train
0.7449401,2.4942698,1.9685292,0.52850455,0,train_6874.png,train
2.129948,2.772482,1.1712044,0.5349634,0,train_3388.png,train
2.466711,2.0227385,1.6738569,0.6676526,1,train_8880.png,train
0.33980393,1.3020456,1.4267821,0.36233294,1,train_2130.png,train
0.8157981,2.1094909,1.2243925,0.5454811,1,train_2531.png,train
2.730455,1.5836055,1.7527053,1.117518,1,train_3356.png,train
1.3767487,1.4204087,0.58351976,0.47295904,0,train_1843.png,train
1.0725658,2.1992903,1.7228019,0.7784384,0,train_3282.png,train
1.383653,1.904486,1.0562254,0.33430806,1,train_4392.png,train
0.8545383,2.9397402,2.2550817,0.6154194,0,train_3127.png,train
0.68662167,1.2471876,0.7765931,0.909253,1,train_1266.png,train
1.969429,1.4539679,0.80537504,0.28473976,0,train_5036.png,train
2.279554,2.2462678,0.8014175,0.6549893,0,train_821.png,train
0.54013276,1.4000152,1.617061,1.1557155,1,train_9516.png,train
1.4930423,1.425626,0.578788,0.3547524,1,train_8506.png,train
2.8488169,0.2926458,2.2097754,0.67323667,0,train_9119.png,train
2.3050659,2.0323608,1.5378004,1.073192,0,train_6814.png,train
0.53316396,2.4330812,1.9570911,0.71652585,0,train_6226.png,train
1.1022807,1.5700465,1.5376348,0.73308134,1,train_3854.png,train
2.8992672,1.5371016,2.385681,0.6681554,0,train_1074.png,train
2.4777837,1.7644223,1.0401261,0.564376,0,train_2454.png,train
1.9764192,1.8107246,0.8194925,0.30616745,1,train_4032.png,train
2.192795,0.0732981,2.0526836,1.2464566,1,train_1648.png,train
0.36995864,1.5117389,1.7151748,0.70648956,1,train_9329.png,train
2.758057,1.9089162,1.8671901,0.339219,0,train_820.png,train
1.136306,2.012243,1.4686615,0.7306942,0,train_121.png,train
0.82697797,0.89047176,0.74147195,1.0169747,1,train_2378.png,train
0.4200443,1.3141587,1.3515223,0.52796465,0,train_8754.png,train
0.598466,1.6087928,1.1160634,0.84148264,0,train_5560.png,train
0.74022615,1.9235522,1.4994725,0.6009944,0,train_5731.png,train
1.9680753,1.1095604,0.6658166,0.73815536,1,train_4287.png,train
2.737434,1.6520414,1.5101092,0.59692025,0,train_2623.png,train
0.45796746,1.5058526,1.362662,0.65568364,1,train_7551.png,train
1.9745752,1.6145475,0.7206154,0.24050543,0,train_6453.png,train
1.552399,1.103838,0.27657104,0.70919883,1,train_3675.png,train
2.833997,0.7407888,2.3414047,0.61331356,1,train_1782.png,train
0.2938987,1.6047891,2.3015265,0.68180346,0,train_3788.png,train
2.15127,1.2196425,2.2543335,0.05205393,1,train_5868.png,train
0.9335753,1.034903,0.92396784,0.54545707,1,train_384.png,train
1.4366673,2.8104644,1.5845106,0.6799686,1,train_2519.png,train
1.3580241,1.8246909,0.88935363,0.92542815,0,train_4687.png,train
2.4588118,0.5448582,1.7537166,0.4397012,0,train_6358.png,train
1.593673,1.9035877,0.77638626,0.8699417,1,train_2630.png,train
1.9448898,1.4541488,0.7608329,1.0605584,0,train_8412.png,train
1.8289998,2.0907478,0.7933376,0.48992062,0,train_7726.png,train
0.4677865,1.2711484,1.4117222,1.2699168,1,train_9290.png,train
0.5545107,1.9679676,1.8817539,1.1419593,0,train_6190.png,train
0.3492372,2.114272,2.327035,0.4942627,0,train_246.png,train
2.7956748,1.244933,1.8997353,0.68564665,1,train_1546.png,train
0.90112185,1.7406017,1.0917974,0.5106381,1,train_2860.png,train
1.6669321,1.7073735,0.5335609,0.8819726,0,train_7580.png,train
0.7714843,1.9700425,1.9378864,0.45999932,0,train_1776.png,train
2.570159,1.4988885,2.4435682,0.3273043,0,train_5583.png,train
2.6116338,1.783029,1.7804126,0.39703238,1,train_2638.png,train
2.8327365,0.7583982,2.040398,0.48944372,0,train_8716.png,train
2.3680332,2.6977296,0.0,3.1415925,0,train_1865.png,train
0.7989122,1.4667453,0.77514255,0.9338672,0,train_7875.png,train
1.1941226,1.0408318,0.42709517,0.43174404,1,train_9252.png,train
1.4015851,2.172751,0.83043444,0.59659594,0,train_2330.png,train
0.40522933,1.7709469,2.2589138,1.1299512,1,train_528.png,train
2.0009437,0.5480256,1.2182345,0.9153925,1,train_4326.png,train
2.533781,0.9625567,1.2479657,0.90449524,1,train_8332.png,train
2.0471687,1.8344653,0.6264429,0.762915,1,train_9100.png,train
0.32835162,1.5033513,1.7498347,0.70475554,1,train_8915.png,train
0.5829912,0.9333009,0.92526925,0.94506645,0,train_8801.png,train
0.4774428,0.8063109,0.9556766,0.8467833,0,train_9118.png,train
2.3590202,0.8070627,2.1619384,0.45346534,1,train_3711.png,train
0.8647175,0.8852038,0.74257916,0.5097913,1,train_676.png,train
1.3371209,1.9876478,0.75950885,0.7551522,0,train_8921.png,train
2.4846616,1.2752401,0.9993043,0.6184774,0,train_6949.png,train
2.7304277,0.7573183,2.328467,0.71284306,1,train_1812.png,test
0.70043075,1.2298635,1.1822386,0.6661044,0,train_7385.png,test
1.4917,1.820779,0.78539425,0.19093725,0,train_9440.png,test
2.1601076,1.2285525,0.55308115,0.38606414,1,train_2338.png,test
0.5311847,2.2881093,1.9017057,0.5480578,1,train_2671.png,test
2.1026301,0.79546624,1.4584087,0.34136882,1,train_9445.png,test
