pc1,pc2,pc3,pc4,label,label_name,filename,source_dataset,split
0.5420843,1.0204126,1.1658976,2.4985209,1,benign,Preprocessed_Dataset/ddsm/ddsm_8253.jpg,ddsm,train
0.5790065,2.4260736,0.37186825,1.9999607,0,normal,Preprocessed_Dataset/ddsm/ddsm_670.jpg,ddsm,train
0.38984048,1.3953499,0.78749394,1.3324609,0,normal,Preprocessed_Dataset/ddsm/ddsm_1888.jpg,ddsm,train
1.0281818,1.4019573,0.26778823,2.1711926,0,normal,Preprocessed_Dataset/ddsm/ddsm_2625.jpg,ddsm,train
2.9422958,0.49678147,1.3464926,1.7831858,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3314.jpg,cmmd,train
2.7240515,2.9007945,1.5978633,1.0303525,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_1001.jpg,cdd-cesm,train
0.53086865,0.8972554,0.40865833,1.7152606,0,normal,Preprocessed_Dataset/ddsm/ddsm_2356.jpg,ddsm,train
0.48986667,0.72978497,1.729526,2.06997,1,benign,Preprocessed_Dataset/ddsm/ddsm_7208.jpg,ddsm,train
0.4118955,1.0882165,1.3097609,2.2535627,1,benign,Preprocessed_Dataset/ddsm/ddsm_7745.jpg,ddsm,train
2.386895,2.363612,0.668063,2.4530396,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3937.jpg,cmmd,train
2.1155455,2.5078552,1.345356,1.0162677,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_189.jpg,cdd-cesm,train
0.38621223,1.8252895,1.8545532,1.3210467,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3306.jpg,ddsm,train
0.5411848,1.7458284,0.77828896,1.5634077,0,normal,Preprocessed_Dataset/ddsm/ddsm_2514.jpg,ddsm,train
0.83294183,1.6812894,0.6403173,1.7023982,0,normal,Preprocessed_Dataset/ddsm/ddsm_1866.jpg,ddsm,train
1.1305975,0.69919986,0.6844528,1.7513328,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1381.jpg,kau-bcmd,train
2.5918565,2.1171014,0.9242569,2.1455004,2,malignant,Preprocessed_Dataset/cmmd/cmmd_292.jpg,cmmd,train
1.27131,2.3106833,1.4198447,2.0222044,1,benign,Preprocessed_Dataset/ddsm/ddsm_9547.jpg,ddsm,train
2.298717,0.7406929,0.81885344,2.6422763,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4976.jpg,cmmd,train
2.8024302,1.8931156,0.90110457,2.1986146,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1721.jpg,cmmd,train
1.4645703,0.5291108,0.5426502,2.0630152,0,normal,Preprocessed_Dataset/dmid/dmid_237.jpg,dmid,train
0.72116315,1.5532005,0.5399627,1.9253658,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3576.jpg,ddsm,train
2.3753083,3.141593,1.4729925,1.1127456,1,benign,Preprocessed_Dataset/cdd-cesm/cdd-cesm_999.jpg,cdd-cesm,train
0.5275316,1.8226234,0.38975924,2.1490815,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4995.jpg,ddsm,train
1.7252167,1.9738574,0.9117969,1.3053508,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_827.jpg,cdd-cesm,train
2.5478585,2.161782,0.7463989,2.3973818,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3783.jpg,cmmd,train
2.9538555,2.2645535,1.4275062,2.1835847,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1460.jpg,cmmd,train
0.17023683,1.0298539,0.68744373,1.1573744,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4968.jpg,ddsm,train
0.70623827,1.8940232,1.8863345,2.8791966,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5723.jpg,ddsm,train
0.2550906,1.3144841,1.4971981,2.1129696,1,benign,Preprocessed_Dataset/ddsm/ddsm_7736.jpg,ddsm,train
1.1466014,2.0001862,0.4369554,1.9033988,0,normal,Preprocessed_Dataset/ddsm/ddsm_1999.jpg,ddsm,train
2.7860298,2.1252127,1.0336338,2.253259,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1106.jpg,cmmd,train
2.473268,1.6615422,1.4843645,1.8547062,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4482.jpg,cmmd,train
0.5901552,1.7402542,1.1998644,1.9623584,1,benign,Preprocessed_Dataset/ddsm/ddsm_9845.jpg,ddsm,train
2.6314445,1.9076462,0.82316864,2.1585655,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4018.jpg,cmmd,train
0.6702984,0.71812296,0.43320054,1.9954555,0,normal,Preprocessed_Dataset/ddsm/ddsm_1240.jpg,ddsm,train
2.2113488,0.89649963,1.1934314,1.6590116,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_86.jpg,kau-bcmd,train
2.5995934,0.8285057,1.1054201,2.0162802,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3154.jpg,cmmd,train
1.6012192,0.6575393,0.9111611,1.8823596,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1983.jpg,kau-bcmd,train
2.1053643,0.51404023,1.0273322,1.817633,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1769.jpg,kau-bcmd,train
1.8554506,1.325884,0.9822568,1.5055633,0,normal,Preprocessed_Dataset/dmid/dmid_156.jpg,dmid,train
0.4899683,0.9884464,2.0070715,2.2712772,1,benign,Preprocessed_Dataset/ddsm/ddsm_7053.jpg,ddsm,train
1.5744041,0.80683273,0.919513,1.3020629,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_604.jpg,cdd-cesm,train
1.1931193,2.1786058,0.5844544,1.4775925,0,normal,Preprocessed_Dataset/ddsm/ddsm_1643.jpg,ddsm,train
0.31445038,1.2024027,0.65978634,1.6466638,0,normal,Preprocessed_Dataset/ddsm/ddsm_2748.jpg,ddsm,train
2.330311,2.6579618,1.2841974,1.2696116,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_406.jpg,cdd-cesm,train
2.359756,0.40764832,1.1565,1.5297588,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1711.jpg,kau-bcmd,train
2.019678,1.2899495,0.9467506,2.7545052,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_115.jpg,kau-bcmd,train
0.40489298,2.5904002,1.1910758,1.6608318,1,benign,Preprocessed_Dataset/ddsm/ddsm_10359.jpg,ddsm,train
0.87577885,0.4088403,1.6946402,1.9390912,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3088.jpg,ddsm,train
2.534021,1.8635669,1.0643458,2.1634345,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3883.jpg,cmmd,train
2.670351,1.8823766,1.1006935,2.1877058,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1019.jpg,cmmd,train
2.0861778,2.2008727,0.5007796,2.4918897,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_769.jpg,kau-bcmd,train
1.595362,1.8277141,1.0352949,1.0294511,1,benign,Preprocessed_Dataset/dmid/dmid_47.jpg,dmid,train
3.0691757,2.144261,1.3232757,1.924591,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1159.jpg,cmmd,train
1.3777404,2.1369843,0.80954623,1.5459677,1,benign,Preprocessed_Dataset/ddsm/ddsm_7583.jpg,ddsm,train
2.0357676,0.9412242,2.0168405,0.39980173,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_627.jpg,cdd-cesm,train
1.7051249,0.9584425,1.3880491,0.89349866,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_911.jpg,cdd-cesm,train
0.46508592,1.4808288,2.2076406,2.1286476,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4424.jpg,ddsm,train
0.8831301,1.1192355,0.21522176,1.9971706,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4653.jpg,ddsm,train
2.1952376,0.64347637,0.76991355,2.5926816,2,malignant,Preprocessed_Dataset/cmmd/cmmd_5050.jpg,cmmd,train
2.7835686,2.2741609,1.1538852,1.8738502,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1712.jpg,cmmd,train
2.6705613,1.877473,0.9220739,2.0147054,1,benign,Preprocessed_Dataset/cmmd/cmmd_3608.jpg,cmmd,train
1.225199,1.4910697,0.74560726,1.6824622,1,benign,Preprocessed_Dataset/ddsm/ddsm_9669.jpg,ddsm,train
2.7391124,2.2321,1.2535703,2.065915,2,malignant,Preprocessed_Dataset/cmmd/cmmd_251.jpg,cmmd,train
1.0824099,1.4312656,0.29591846,1.8795097,1,benign,Preprocessed_Dataset/ddsm/ddsm_9937.jpg,ddsm,train
0.6942117,0.9568357,0.944633,1.1632773,0,normal,Preprocessed_Dataset/ddsm/ddsm_148.jpg,ddsm,train
0.4613201,0.9602661,2.2703924,1.3073308,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3804.jpg,ddsm,train
2.6106436,1.6692479,1.2001283,2.2890162,2,malignant,Preprocessed_Dataset/cmmd/cmmd_98.jpg,cmmd,train
0.5856634,0.91779387,0.337362,1.9509813,0,normal,Preprocessed_Dataset/ddsm/ddsm_2288.jpg,ddsm,train
2.4285965,2.2792938,0.8431204,2.2414083,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1483.jpg,cmmd,train
2.239964,0.5680338,0.75121146,2.1067212,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4745.jpg,cmmd,train
2.4327188,0.6354099,0.8590064,2.4574342,1,benign,Preprocessed_Dataset/cmmd/cmmd_2291.jpg,cmmd,train
0.56213117,2.071507,0.71444917,1.4915432,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3954.jpg,ddsm,train
1.4007969,2.4281974,0.44160497,1.888502,0,normal,Preprocessed_Dataset/ddsm/ddsm_523.jpg,ddsm,train
2.5783143,1.749204,0.70804167,2.2986963,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4365.jpg,cmmd,train
1.0552282,0.51720417,1.1256411,1.4324131,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4952.jpg,ddsm,train
0.3914318,1.4437332,0.319641,1.6173009,1,benign,Preprocessed_Dataset/ddsm/ddsm_10237.jpg,ddsm,train
2.1871388,2.24031,0.5750159,2.5204337,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1392.jpg,kau-bcmd,train
0.7367791,1.7789793,0.10046852,2.6821456,0,normal,Preprocessed_Dataset/ddsm/ddsm_1579.jpg,ddsm,train
0.8709229,1.8893363,0.66345996,1.6419245,1,benign,Preprocessed_Dataset/ddsm/ddsm_7166.jpg,ddsm,train
2.1503386,2.6288204,0.6419606,2.1444843,2,malignant,Preprocessed_Dataset/cmmd/cmmd_911.jpg,cmmd,train
1.878839,2.715028,1.2892467,1.557381,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_569.jpg,cdd-cesm,train
1.3156376,2.5599053,0.8692033,2.5589557,1,benign,Preprocessed_Dataset/inbreast/inbreast_149.jpg,inbreast,train
0.43358886,0.86454225,1.2652481,2.320221,1,benign,Preprocessed_Dataset/ddsm/ddsm_7640.jpg,ddsm,train
0.5104853,1.4922417,0.20822525,1.8222553,1,benign,Preprocessed_Dataset/ddsm/ddsm_8752.jpg,ddsm,train
0.770537,1.4685448,0.55309343,1.084835,0,normal,Preprocessed_Dataset/ddsm/ddsm_513.jpg,ddsm,train
0.5535444,1.2200378,0.3857817,2.1097217,0,normal,Preprocessed_Dataset/ddsm/ddsm_2317.jpg,ddsm,train
1.7729523,2.2159827,0.996408,1.9727153,0,normal,Preprocessed_Dataset/dmid/dmid_395.jpg,dmid,train
1.0425557,0.5593874,0.8516882,2.0315151,1,benign,Preprocessed_Dataset/ddsm/ddsm_7020.jpg,ddsm,train
0.76000595,1.3772235,1.1266074,1.9421221,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2839.jpg,ddsm,train
0.56376535,2.2136924,1.5952775,2.9899673,1,benign,Preprocessed_Dataset/ddsm/ddsm_6494.jpg,ddsm,train
0.95168924,2.4689503,0.40164942,2.0490186,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4935.jpg,ddsm,train
0.6408564,0.75909054,0.46616018,2.0605438,0,normal,Preprocessed_Dataset/ddsm/ddsm_393.jpg,ddsm,train
2.9503644,0.9242022,1.4482067,1.5664935,1,benign,Preprocessed_Dataset/cmmd/cmmd_2263.jpg,cmmd,train
0.91975236,2.322206,0.71176106,1.8082052,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5138.jpg,ddsm,train
2.3390112,1.5028927,1.1327124,1.9195007,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4308.jpg,cmmd,train
0.41690254,1.1277708,2.1397293,2.4850173,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3385.jpg,ddsm,train
1.4216391,0.71009284,0.5685837,2.131914,1,benign,Preprocessed_Dataset/inbreast/inbreast_57.jpg,inbreast,train
2.6581352,1.9722359,1.2300115,1.7432401,1,benign,Preprocessed_Dataset/cmmd/cmmd_3614.jpg,cmmd,train
0.33173156,1.4027754,0.55655146,2.3567495,1,benign,Preprocessed_Dataset/ddsm/ddsm_8229.jpg,ddsm,train
0.6240198,1.2355193,2.0114903,1.3304341,1,benign,Preprocessed_Dataset/ddsm/ddsm_8856.jpg,ddsm,train
2.2234802,2.2365704,0.8182571,2.2975314,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1523.jpg,kau-bcmd,train
0.7803793,2.306706,1.1128067,1.4380286,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4967.jpg,ddsm,train
2.5671926,2.0410628,0.73527586,2.470496,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3830.jpg,cmmd,train
1.5910853,1.2340906,0.9372818,1.3236777,0,normal,Preprocessed_Dataset/cdd-cesm/cdd-cesm_568.jpg,cdd-cesm,train
0.8389816,2.1923296,0.58661693,1.5032816,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3726.jpg,ddsm,train
0.6627382,1.8490555,0.3428014,2.1953835,0,normal,Preprocessed_Dataset/ddsm/ddsm_2302.jpg,ddsm,train
0.90278494,2.013462,2.9114056,2.47711,1,benign,Preprocessed_Dataset/ddsm/ddsm_10111.jpg,ddsm,train
0.6359503,1.9896936,3.0710664,1.7024727,1,benign,Preprocessed_Dataset/ddsm/ddsm_7370.jpg,ddsm,train
2.8703308,0.67211276,1.6313365,1.6973528,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3190.jpg,cmmd,train
2.284803,0.7719626,0.80515254,2.3002057,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1883.jpg,cmmd,train
2.4888096,1.9993116,1.0922638,2.6522632,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1643.jpg,cmmd,train
1.5397736,1.0116866,0.299307,2.2072148,1,benign,Preprocessed_Dataset/inbreast/inbreast_371.jpg,inbreast,train
0.3815626,1.3119825,2.1927269,2.6160207,1,benign,Preprocessed_Dataset/ddsm/ddsm_7961.jpg,ddsm,train
2.8035798,2.2506063,1.1535811,2.0849738,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1456.jpg,cmmd,train
0.64723146,1.9699063,1.4444172,2.654125,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6163.jpg,ddsm,train
0.7251695,2.6851497,0.56545985,2.0883837,0,normal,Preprocessed_Dataset/ddsm/ddsm_2166.jpg,ddsm,train
0.2546456,0.9247236,2.1215715,2.8010936,1,benign,Preprocessed_Dataset/ddsm/ddsm_7677.jpg,ddsm,train
2.690154,0.0042738914,1.2481693,1.8874344,1,benign,Preprocessed_Dataset/cmmd/cmmd_2349.jpg,cmmd,train
2.511981,0.45850194,0.9608218,2.153348,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4779.jpg,cmmd,train
1.7012653,0.9789623,0.8381362,2.6555285,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_511.jpg,kau-bcmd,train
0.55277866,2.6188893,0.4595003,1.7174149,0,normal,Preprocessed_Dataset/ddsm/ddsm_591.jpg,ddsm,train
0.42280912,1.1416605,1.910666,2.809105,1,benign,Preprocessed_Dataset/ddsm/ddsm_6804.jpg,ddsm,train
2.7568898,1.7760911,1.1802622,2.2945507,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3640.jpg,cmmd,train
0.7940059,1.8424084,0.89007556,1.9623543,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5095.jpg,ddsm,train
0.67714983,1.0746357,0.33695894,1.5002933,0,normal,Preprocessed_Dataset/ddsm/ddsm_409.jpg,ddsm,train
2.330187,2.2175791,0.7541449,2.470282,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1176.jpg,kau-bcmd,train
2.4515169,0.6036706,0.7814717,2.2509062,1,benign,Preprocessed_Dataset/cmmd/cmmd_2323.jpg,cmmd,train
2.297185,0.31762147,0.97213924,1.9288509,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4748.jpg,cmmd,train
0.40663815,1.8475779,1.601324,2.6696277,1,benign,Preprocessed_Dataset/ddsm/ddsm_10270.jpg,ddsm,train
2.7498295,0.10467136,1.2252152,1.9973317,1,benign,Preprocessed_Dataset/cmmd/cmmd_2343.jpg,cmmd,train
