pc1,pc2,pc3,pc4,label,label_name,filename,split
2.3628457,0.82310754,0.5653547,0.9553517,1,benign,Preprocessed_Dataset/ddsm/ddsm_6890.jpg,train
1.323586,1.9400837,0.9555855,1.2121711,1,benign,Preprocessed_Dataset/ddsm/ddsm_9631.jpg,train
1.8302417,2.568295,0.8130603,1.4894662,1,benign,Preprocessed_Dataset/ddsm/ddsm_6751.jpg,train
0.6898069,0.70181274,1.5036142,1.0629442,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3964.jpg,train
1.9712737,0.8524531,0.94959855,1.7721896,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3766.jpg,train
0.37481707,0.88373935,1.633138,0.7718064,1,benign,Preprocessed_Dataset/cmmd/cmmd_2399.jpg,train
1.7537518,2.1941113,1.4482168,1.2546884,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5491.jpg,train
2.3186603,0.31725794,0.9321044,1.8087748,0,normal,Preprocessed_Dataset/ddsm/ddsm_678.jpg,train
2.3199525,0.64774257,2.43759,1.2673022,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5868.jpg,train
1.7233098,1.8029594,2.3959098,1.6013356,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4309.jpg,train
0.08567691,0.99433404,1.4562604,1.5678396,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4031.jpg,train
2.1193986,0.9758636,2.31794,1.1587509,1,benign,Preprocessed_Dataset/ddsm/ddsm_8276.jpg,train
0.3767346,0.82195944,1.4700103,0.82834303,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4528.jpg,train
1.2624806,1.5719142,2.2462819,1.5642277,1,benign,Preprocessed_Dataset/ddsm/ddsm_9037.jpg,train
1.826206,0.6163527,0.098382115,1.5649474,1,benign,Preprocessed_Dataset/ddsm/ddsm_9482.jpg,train
2.300605,1.925248,1.694961,1.0746365,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3065.jpg,train
0.5387002,0.6514402,1.2501769,1.1550198,1,benign,Preprocessed_Dataset/inbreast/inbreast_51.jpg,train
2.409236,0.5551209,1.7441142,2.079918,1,benign,Preprocessed_Dataset/ddsm/ddsm_8890.jpg,train
0.08149445,1.3640157,1.516095,1.5119512,1,benign,Preprocessed_Dataset/cmmd/cmmd_497.jpg,train
0.30112213,0.7990876,1.3536835,1.1480736,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4460.jpg,train
2.723587,0.12637198,0.8271934,1.8163967,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3086.jpg,train
0.15924764,0.90774465,1.6239713,1.3323673,1,benign,Preprocessed_Dataset/cmmd/cmmd_712.jpg,train
0.7380637,1.8270452,1.4936204,2.1363282,1,benign,Preprocessed_Dataset/inbreast/inbreast_150.jpg,train
1.8260121,1.2385544,2.1012475,1.2655146,0,normal,Preprocessed_Dataset/ddsm/ddsm_1876.jpg,train
1.1185153,0.860319,1.1251693,2.4699013,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4882.jpg,train
2.0055428,0.9857265,2.1102452,1.0903795,0,normal,Preprocessed_Dataset/ddsm/ddsm_1364.jpg,train
1.1862686,0.63415533,1.7477152,0.641346,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_832.jpg,train
0.5044029,1.5892364,1.5286555,2.1499915,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_88.jpg,train
1.842761,2.414956,1.4102685,1.3554302,0,normal,Preprocessed_Dataset/ddsm/ddsm_535.jpg,train
1.9928272,0.5717108,1.7865015,1.6134228,0,normal,Preprocessed_Dataset/ddsm/ddsm_1668.jpg,train
2.312191,0.8858317,2.1651773,0.9826827,0,normal,Preprocessed_Dataset/ddsm/ddsm_1944.jpg,train
1.4133075,1.9672832,2.014804,1.9037052,1,benign,Preprocessed_Dataset/ddsm/ddsm_6865.jpg,train
2.413725,0.2768941,1.1768638,1.5742534,0,normal,Preprocessed_Dataset/ddsm/ddsm_2022.jpg,train
2.324654,0.86393905,2.2870996,1.5996819,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4800.jpg,train
1.5157498,1.8853488,1.8068273,1.3873533,1,benign,Preprocessed_Dataset/ddsm/ddsm_8541.jpg,train
0.091012,1.1446342,1.7654318,1.2632872,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1104.jpg,train
0.25718403,1.533304,1.4069569,1.7566531,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1232.jpg,train
0.28703743,0.7795296,1.3600732,1.1692005,1,benign,Preprocessed_Dataset/cmmd/cmmd_4379.jpg,train
2.035299,0.4440903,0.55425334,1.506892,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5906.jpg,train
0.14385378,1.4531887,1.405926,1.6117051,1,benign,Preprocessed_Dataset/cmmd/cmmd_408.jpg,train
1.6261003,2.1065671,0.95177996,1.1435969,1,benign,Preprocessed_Dataset/ddsm/ddsm_8515.jpg,train
0.27718544,1.5151587,1.4527721,1.787696,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1244.jpg,train
1.5960873,2.362529,0.8178938,1.7223979,2,malignant,Preprocessed_Dataset/ddsm/ddsm_2807.jpg,train
1.9540884,2.3492217,1.4243402,1.4864334,0,normal,Preprocessed_Dataset/ddsm/ddsm_543.jpg,train
2.3876853,1.9221008,1.2329738,0.47762036,0,normal,Preprocessed_Dataset/ddsm/ddsm_1707.jpg,train
0.18705773,1.6005756,1.4191803,1.7505206,1,benign,Preprocessed_Dataset/cmmd/cmmd_409.jpg,train
1.8564787,0.78468263,2.462237,1.2679743,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4436.jpg,train
2.1608248,2.145926,0.9943419,0.56867117,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4951.jpg,train
1.9635605,0.39004552,0.7963591,1.2861471,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5522.jpg,train
1.9253328,1.9817624,1.7722149,1.4213393,0,normal,Preprocessed_Dataset/ddsm/ddsm_1505.jpg,train
1.302731,1.8220402,2.0250375,1.687135,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3513.jpg,train
2.5830653,2.6485968,1.2925038,0.8317782,0,normal,Preprocessed_Dataset/ddsm/ddsm_2015.jpg,train
0.17737055,1.1380098,1.7617847,1.137018,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_41.jpg,train
0.18613625,1.2274952,1.7510086,1.5535702,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_255.jpg,train
1.6267301,0.9540001,2.0675297,1.3575697,1,benign,Preprocessed_Dataset/ddsm/ddsm_8200.jpg,train
1.8182718,0.84206975,2.4290304,1.2834427,0,normal,Preprocessed_Dataset/ddsm/ddsm_1304.jpg,train
0.30234534,0.87340033,1.5094229,0.93399864,1,benign,Preprocessed_Dataset/cmmd/cmmd_4411.jpg,train
1.7962604,2.4242759,1.1269082,1.2751265,0,normal,Preprocessed_Dataset/ddsm/ddsm_787.jpg,train
0.13618052,0.9055922,1.5314935,1.4497699,2,malignant,Preprocessed_Dataset/cmmd/cmmd_937.jpg,train
0.26677036,1.4672773,1.771951,1.8879309,1,benign,Preprocessed_Dataset/cmmd/cmmd_2281.jpg,train
0.21392584,1.5595311,1.5868105,1.6992793,2,malignant,Preprocessed_Dataset/cmmd/cmmd_3180.jpg,train
2.0304961,2.1525974,0.92811733,0.9064044,1,benign,Preprocessed_Dataset/ddsm/ddsm_8083.jpg,train
1.4788573,1.7352647,2.5331151,1.6332486,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6141.jpg,train
1.9649987,2.3982675,1.27863,0.9761673,0,normal,Preprocessed_Dataset/ddsm/ddsm_279.jpg,train
1.4968914,1.7441832,1.822443,0.823289,1,benign,Preprocessed_Dataset/ddsm/ddsm_7329.jpg,train
2.0393646,1.1084077,2.327028,1.3013114,1,benign,Preprocessed_Dataset/ddsm/ddsm_8344.jpg,train
0.22039163,0.8919694,1.7058487,1.2497518,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4862.jpg,train
0.10402775,1.3846011,1.5200533,1.6189778,2,malignant,Preprocessed_Dataset/cmmd/cmmd_724.jpg,train
0.560893,1.5783824,1.6408719,2.169821,1,benign,Preprocessed_Dataset/cmmd/cmmd_2125.jpg,train
1.9249651,1.9173942,1.901698,1.6147906,0,normal,Preprocessed_Dataset/ddsm/ddsm_1641.jpg,train
1.0059212,2.1131034,1.1135949,1.8318175,0,normal,Preprocessed_Dataset/dmid/dmid_269.jpg,train
1.2790143,1.9354382,0.9530043,1.1605399,1,benign,Preprocessed_Dataset/ddsm/ddsm_9675.jpg,train
2.1820333,2.3166203,1.8769736,0.8354941,0,normal,Preprocessed_Dataset/ddsm/ddsm_1481.jpg,train
1.8562995,1.8508724,1.7045377,0.46848166,1,benign,Preprocessed_Dataset/ddsm/ddsm_8921.jpg,train
1.4683927,1.1330577,1.5439401,1.4304074,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_300.jpg,train
0.23729253,1.5113049,1.4172256,1.9250755,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_2015.jpg,train
2.1535475,1.9966111,2.2867527,1.4550191,0,normal,Preprocessed_Dataset/ddsm/ddsm_2121.jpg,train
1.7367254,0.61662817,1.3986676,2.0727336,1,benign,Preprocessed_Dataset/ddsm/ddsm_8002.jpg,train
2.1042902,0.56516033,1.5811139,1.5245563,0,normal,Preprocessed_Dataset/ddsm/ddsm_824.jpg,train
0.29765797,1.6184531,1.5208449,1.9665911,1,benign,Preprocessed_Dataset/cmmd/cmmd_2479.jpg,train
0.8996798,2.199444,1.4076892,2.4007835,1,benign,Preprocessed_Dataset/inbreast/inbreast_50.jpg,train
1.9982307,0.60068774,2.3223338,1.3256122,1,benign,Preprocessed_Dataset/ddsm/ddsm_7208.jpg,train
0.15882003,0.92566866,1.3569447,1.4893785,2,malignant,Preprocessed_Dataset/cmmd/cmmd_55.jpg,train
2.4806166,0.73418653,0.91206443,2.2775779,2,malignant,Preprocessed_Dataset/ddsm/ddsm_5914.jpg,train
0.8429462,1.9063292,1.3436711,1.8419611,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_833.jpg,train
0.2865963,1.24885,1.7049724,1.4508187,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_593.jpg,train
1.042767,0.7197325,1.687315,0.35863876,1,benign,Preprocessed_Dataset/ddsm/ddsm_7020.jpg,train
1.5382369,3.1415927,1.0676373,2.0417154,0,normal,Preprocessed_Dataset/ddsm/ddsm_38.jpg,train
1.0048541,0.75415397,1.8039248,1.0331216,1,benign,Preprocessed_Dataset/inbreast/inbreast_95.jpg,train
0.30565292,0.84496784,1.2546206,1.3123114,2,malignant,Preprocessed_Dataset/cmmd/cmmd_840.jpg,train
1.5602491,2.0582125,2.3166156,1.9793682,0,normal,Preprocessed_Dataset/ddsm/ddsm_781.jpg,train
0.47324365,0.8348438,1.6163005,0.74065095,0,normal,Preprocessed_Dataset/kau-bcmd/kau-bcmd_1903.jpg,train
2.112156,2.344978,1.4654449,0.98528033,0,normal,Preprocessed_Dataset/ddsm/ddsm_1051.jpg,train
0.9047797,0.5067746,1.5966355,0.80814797,0,normal,Preprocessed_Dataset/dmid/dmid_208.jpg,train
1.7502954,2.1690707,1.5452365,1.0709732,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4423.jpg,train
1.9256072,0.93892133,2.34909,1.6824704,1,benign,Preprocessed_Dataset/ddsm/ddsm_10076.jpg,train
0.1540134,1.4809711,1.4417441,1.6291482,1,benign,Preprocessed_Dataset/cmmd/cmmd_386.jpg,train
1.5215104,2.103696,1.7532666,2.0382788,0,normal,Preprocessed_Dataset/ddsm/ddsm_9.jpg,train
1.9227371,0.35673112,0.66619205,1.6002114,0,normal,Preprocessed_Dataset/ddsm/ddsm_2762.jpg,train
1.8702588,2.2873173,1.6459402,1.583501,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6019.jpg,train
1.1098858,0.29073292,0.98326874,0.93179476,1,benign,Preprocessed_Dataset/inbreast/inbreast_149.jpg,train
1.6550207,1.4733821,2.2554684,1.118373,2,malignant,Preprocessed_Dataset/ddsm/ddsm_3209.jpg,train
1.636428,1.6949912,2.546189,1.5395721,1,benign,Preprocessed_Dataset/ddsm/ddsm_6485.jpg,train
1.5976878,1.4632733,1.3178005,0.5247232,2,malignant,Preprocessed_Dataset/cdd-cesm/cdd-cesm_1001.jpg,train
1.5174129,0.79830647,2.0425363,1.5720735,1,benign,Preprocessed_Dataset/ddsm/ddsm_7948.jpg,train
1.5656366,1.9726335,1.4941913,1.4532291,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4603.jpg,train
1.3253448,0.84169483,1.6712902,0.5764988,0,normal,Preprocessed_Dataset/ddsm/ddsm_792.jpg,train
0.19681883,1.4351575,1.4546499,1.8598119,2,malignant,Preprocessed_Dataset/cmmd/cmmd_1602.jpg,train
2.8281493,0.49550617,1.1567392,2.4035296,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4482.jpg,train
2.4369483,0.30655497,0.4005164,1.0982745,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6328.jpg,train
1.9714878,2.0018995,2.4267056,1.612094,2,malignant,Preprocessed_Dataset/ddsm/ddsm_4985.jpg,train
0.12919855,1.4316252,1.4773614,1.5747855,2,malignant,Preprocessed_Dataset/cmmd/cmmd_818.jpg,train
0.38518697,0.871124,1.8250941,0.9749221,2,malignant,Preprocessed_Dataset/cmmd/cmmd_4492.jpg,train
0.31206,0.80655396,1.4806541,1.1296179,2,malignant,Preprocessed_Dataset/cmmd/cmmd_2540.jpg,train
1.9285318,0.940531,1.162561,2.052029,2,malignant,Preprocessed_Dataset/ddsm/ddsm_6114.jpg,train
2.188096,0.5479754,1.824491,0.595074,0,normal,Preprocessed_Dataset/ddsm/ddsm_308.jpg,train
2.563541,0.50640494,1.1402348,2.174583,0,normal,Preprocessed_Dataset/ddsm/ddsm_1826.jpg,train
